"task_id","script_id","question_no","question_type","max_mark","teacher_mark","teacher_mark_confidence","teacher_mark_source","question","source_text","extracted_text_raw","extracted_text","student_title","page_range","extraction_status","error_message","confidence","illegible_count","unclear_count","cut_count","struck_count","inserted_count","ambiguous_authorship_count","red_ink_suspected","needs_review","review_flags","word_count","char_count","source_word_count","length_ratio","exceeds_one_third","verbatim_overlap_pct","paragraph_break_count","letter_components_found","letter_components_missing_count","transcription_model_version","transcription_provider","transcription_prompt_version","prompt_hash","transcription_settings","extraction_timestamp"
"STORY_006","SE_11_Q1_0006","9","Story","7","","","absent","The following is the beginning of a story. Complete it in your own words and give a proper title. Once a lion was sleeping in a forest. Suddenly a mouse came there. It was, in fact, playing on a race quite happily and didn't notice the sleeping lion. While running, ............","","","","","","not_attempted","question not found in transcript (verified absent)","","","","","","","","","","","0","0","","","","","","","","gemma-4-31b-it","gemini","extraction_prompt_v2","85afd6a0363fc77ac269e8a92485a2f6670e2370503eca21eb690dbcc64252b2","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-08-24T21:56:06.370854+00:00"
"LETTER_006","SE_11_Q1_0006","10","Letter_Email","5","","","absent","Write a letter to your friend describing the future plan after passing HSC Exam.","","","","","","not_attempted","question not found in transcript (verified absent)","","","","","","","","","","","0","0","","","","","","","","gemma-4-31b-it","gemini","extraction_prompt_v2","85afd6a0363fc77ac269e8a92485a2f6670e2370503eca21eb690dbcc64252b2","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-08-24T21:56:06.370854+00:00"
"THEME_006","SE_11_Q1_0006","11","Theme","8","","","absent","Write down the theme of the poem.

All people dream, but not equally.
Those who dream by night in the dusty recesses of their mind,
Wake in the morning to find that it was vanity.
But the dreamers of the day are dangerous people,
For they dream their dreams with open eyes,
And make them come true.","All people dream, but not equally.
Those who dream by night in the dusty recesses of their mind,
Wake in the morning to find that it was vanity.
But the dreamers of the day are dangerous people,
For they dream their dreams with open eyes,
And make them come true.","Everyone should have a dream. Without dream a man can't live. So, we should work hard. Some times many opticals are try to destroy you. But you should never los hope. Always be Alamys try your best, and oneday you will success success in your life. Because ~~Today is difficult to Torn~~ Because, 

 Today is Difficult, 
Tomorrow is much more difficult 
But Day after tomorrow is you Yours","Everyone should have a dream. Without dream a man can't live. So, we should work hard. Some times many opticals are try to destroy you. But you should never los hope. Always be Alamys try your best, and oneday you will success success in your life. Because  Because, 

 Today is Difficult, 
Tomorrow is much more difficult 
But Day after tomorrow is you Yours","","17","ok","","0.9","0","0","0","1","0","0","False","False","","63","359","50","1.26","","0.0","1","","","gemma-4-31b-it","gemini","extraction_prompt_v2","85afd6a0363fc77ac269e8a92485a2f6670e2370503eca21eb690dbcc64252b2","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-08-24T21:56:06.370854+00:00"
"SUMMARY_007","SE_11_Q1_0007","3","Summary","10","","","absent","Summarize the following text. Hope"" is the thing with feathers —
That perches in the soul—
And sings the tune without the words—
And never stops — at all—
And sweetest — in the Gale — is heard —
And sore must be the storm —
That could abash the little Bird
That kept so many warm —
I've heard it in the chillest land —
And on the strangest Sea —
Yet — never — in Extremity,
It asked a crumb — of me.","Hope"" is the thing with feathers —
That perches in the soul—
And sings the tune without the words—
And never stops — at all—
And sweetest — in the Gale — is heard —
And sore must be the storm —
That could abash the little Bird
That kept so many warm —
I've heard it in the chillest land —
And on the strangest Sea —
Yet — never — in Extremity,
It asked a crumb — of me.","Hope is what keeps ~~our souls~~ {inserted: humans} alive. If our hope dies or our soul dies too. Hope is the sweestest thing a man could taste on his soul. Sometimes It might get a little rough but we shouldn't give up no matter what happens. Because hope is what keeps us alive","Hope is what keeps  humans alive. If our hope dies or our soul dies too. Hope is the sweestest thing a man could taste on his soul. Sometimes It might get a little rough but we shouldn't give up no matter what happens. Because hope is what keeps us alive","","3","ok","","0.95","0","0","0","1","1","0","False","False","","50","254","69","0.7246","True","0.0","0","","","gemma-4-31b-it","gemini","extraction_prompt_v2","85afd6a0363fc77ac269e8a92485a2f6670e2370503eca21eb690dbcc64252b2","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-08-24T21:56:59.815101+00:00"
"PARA_007","SE_11_Q1_0007","7","Paragraph","10","","","absent","Answer the following questions and write a paragraph on Artificial Intelligence. a. What is Artificial Intelligence? b. What are the features of AI? c. What are the applications of AI? d. How has AI revolutionized teaching and learning? e. Do you find any threatening aspect in AI?","","AI means Artificial Intelligence. Artificial Intelligence is a teonology

Artificial Intelligence

Artificial Intelligence is a man made technology with which some chosen techs can think like humans and take decisions. AI is the short form of Artificial Intelligence. With the help of AI the world has never been the same as before. AI's like chatgpt, Gemini, Deepseek, Grok etc help us to solve complex problems with ease, they helps us generating images {inserted: from} our own imagination. It helps us to know something which we don't know. It can give answers to any of our questions. Different AI's have different features like with Chatgpt you can do everything easily while with Gemini you can generate some good quality pictures. While there are some AI's which are good at solving maths and etc. AI is turning our life to easy mode with AI we can even get help for our education. AI have limitless information about everything. We can use AI to get help with anything we wanna know. The Teaching sector has been improved by adding AI. Some of the teachers now uses AI to mark their students exam sheets while they personally take care of their students. For learning AI is more good. Suddenly wanna learn another language? Or wanna learn chess? AI can help you with that easily because of how mueh knowledge about everything it has. AI is quite useful but it has it's own disadvantages too. We can say that with the help of AI we are getting lazy. We are using AI to generate our assignmen using AI to cheat on exams and even generating fake expliceit images of others to blackmail them and rob them for money. With some of the AI's we can even learn how to hack and become a hacker who hacks accounts of other people just for their own fun. AI has many important uses and even misuses so, the conclusion we can say that AI is important untill we use them to some certain actions which doesnot harm others.","AI means Artificial Intelligence. Artificial Intelligence is a teonology

Artificial Intelligence

Artificial Intelligence is a man made technology with which some chosen techs can think like humans and take decisions. AI is the short form of Artificial Intelligence. With the help of AI the world has never been the same as before. AI's like chatgpt, Gemini, Deepseek, Grok etc help us to solve complex problems with ease, they helps us generating images from our own imagination. It helps us to know something which we don't know. It can give answers to any of our questions. Different AI's have different features like with Chatgpt you can do everything easily while with Gemini you can generate some good quality pictures. While there are some AI's which are good at solving maths and etc. AI is turning our life to easy mode with AI we can even get help for our education. AI have limitless information about everything. We can use AI to get help with anything we wanna know. The Teaching sector has been improved by adding AI. Some of the teachers now uses AI to mark their students exam sheets while they personally take care of their students. For learning AI is more good. Suddenly wanna learn another language? Or wanna learn chess? AI can help you with that easily because of how mueh knowledge about everything it has. AI is quite useful but it has it's own disadvantages too. We can say that with the help of AI we are getting lazy. We are using AI to generate our assignmen using AI to cheat on exams and even generating fake expliceit images of others to blackmail them and rob them for money. With some of the AI's we can even learn how to hack and become a hacker who hacks accounts of other people just for their own fun. AI has many important uses and even misuses so, the conclusion we can say that AI is important untill we use them to some certain actions which doesnot harm others.","Artificial Intelligence","5-7","ok","","0.95","0","0","0","0","1","0","False","False","","339","1904","","","","","2","","","gemma-4-31b-it","gemini","extraction_prompt_v2","85afd6a0363fc77ac269e8a92485a2f6670e2370503eca21eb690dbcc64252b2","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-08-24T21:56:59.815101+00:00"
"CHART_007","SE_11_Q1_0007","8","Graph_Chart","10","","","absent","Look at the chart. It shows the sources of the USA electricity in 1980. Now, analyse the chart focussing the main aspects. (at least in 80 words)

Chart title: Sources of USA electricity in 1980. Values shown: Coal 46%; Natural gas 24%; Hydro-electric power 16%; Oil 12%; Nuclear 2%.","","The following Pie-chart shows the sources of the USA electricity in 1980. In the chart the use of nuclear plants were the lowest with just 2%. So 2% of ~~etectruit~~ electricity of the USA was made from nuclear plants. Right next up is oil which makes 12% of the electricity with a staggering 10% rise from nuclear plants. Hydro-electric power is the third last source of electricity. With this one alone, USA made 16% of their electricity. Now comes the big ones. The second largest one is natural gas with 24% and the most used methed was coal. 46% of the electricity was mode from coal. So, we can now say in 1980, USA used coal for 46%, natural gas for 24%, hydro-electric power for 16%, using oil to make 12% and using nuclear power plant for the remoing 2%","The following Pie-chart shows the sources of the USA electricity in 1980. In the chart the use of nuclear plants were the lowest with just 2%. So 2% of  electricity of the USA was made from nuclear plants. Right next up is oil which makes 12% of the electricity with a staggering 10% rise from nuclear plants. Hydro-electric power is the third last source of electricity. With this one alone, USA made 16% of their electricity. Now comes the big ones. The second largest one is natural gas with 24% and the most used methed was coal. 46% of the electricity was mode from coal. So, we can now say in 1980, USA used coal for 46%, natural gas for 24%, hydro-electric power for 16%, using oil to make 12% and using nuclear power plant for the remoing 2%","","8-9","ok","","0.95","0","0","0","1","0","0","False","False","","128","749","","","","","0","","","gemma-4-31b-it","gemini","extraction_prompt_v2","85afd6a0363fc77ac269e8a92485a2f6670e2370503eca21eb690dbcc64252b2","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-08-24T21:56:59.815101+00:00"
"STORY_007","SE_11_Q1_0007","9","Story","7","","","absent","The following is the beginning of a story. Complete it in your own words and give a proper title. Once a lion was sleeping in a forest. Suddenly a mouse came there. It was, in fact, playing on a race quite happily and didn't notice the sleeping lion. While running, ............","","Once a lion was sleeping in a forest. suddenly a mouse came there. It was, in fact, playing on a ro ee quite happily and didn't notice the sleeping lion. While running it accidentally bumps onto the lion which leads to the lion waking up. After seeing the mouse the lion ~~roars~~ roars with the irritation and rage and ~~asked~~ {inserted: told} the mouse ""Give me a reason to not kill and eat you"". Terrified the mouse starts to shake while looking at the lion and says, ""Please spare my life. Who knows when I migh come handy to you?"". After hearing what the mouse said he bursts out laughing while mocking the mouse, ""What can a pathetie little mouse even help me with?"" the lion says to the mouse while laughing and let the mouse of the hook. the mouse runs away after the lion releases him. Somedays later while the mouse was running here and there it happens to hear the lion's roar from a distance and decides to go and look. After some time the mouse sees the lion inside a netting. It was a trap set by the hunters. After seeing this the mouse doesn't hesitate even for a bit and rushes to help. It uses its sharp teeth {inserted: to} cut of the net and real releasing the lion. The lion gets completely dumbfounded and then thanked the mouse. That's how the mouse helped the king of jungle the lion and they becomes best friends.","Once a lion was sleeping in a forest. suddenly a mouse came there. It was, in fact, playing on a ro ee quite happily and didn't notice the sleeping lion. While running it accidentally bumps onto the lion which leads to the lion waking up. After seeing the mouse the lion  roars with the irritation and rage and  told the mouse ""Give me a reason to not kill and eat you"". Terrified the mouse starts to shake while looking at the lion and says, ""Please spare my life. Who knows when I migh come handy to you?"". After hearing what the mouse said he bursts out laughing while mocking the mouse, ""What can a pathetie little mouse even help me with?"" the lion says to the mouse while laughing and let the mouse of the hook. the mouse runs away after the lion releases him. Somedays later while the mouse was running here and there it happens to hear the lion's roar from a distance and decides to go and look. After some time the mouse sees the lion inside a netting. It was a trap set by the hunters. After seeing this the mouse doesn't hesitate even for a bit and rushes to help. It uses its sharp teeth to cut of the net and real releasing the lion. The lion gets completely dumbfounded and then thanked the mouse. That's how the mouse helped the king of jungle the lion and they becomes best friends.","The Lion and the Mouse","9-11","ok","","0.9","0","0","0","2","2","0","False","False","","246","1298","","","","","0","","","gemma-4-31b-it","gemini","extraction_prompt_v2","85afd6a0363fc77ac269e8a92485a2f6670e2370503eca21eb690dbcc64252b2","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-08-24T21:56:59.815101+00:00"
"LETTER_007","SE_11_Q1_0007","10","Letter_Email","5","","","absent","Write a letter to your friend describing the future plan after passing HSC Exam.","","27th June, 2026
Azimpur , Dhaka

Dear Siyom,

Hope you're doing well by the grace of Allah. Yeah I'm doing well to. Remember our last conversation at your home? You asked me about my plans after HSC. I didn't have one that day but now I have one. In this fat letter I'll write about its

For now passing and getting a great result in HSC is the main target of mine and after I pass I want to go abroad for studies. I like engineering so, I was thinking about moving to Russia after my HSC and continue my study there and get a degree. I don't have any plans right now about what I'll do after that tho.

No more today my friend. Convey my salam to your parents and some love for your younger siblings.

your best friend

Ritom

From,
Mahmudul Hasan
Ritom
17/c, 12-no building,
Azimpur Quarter,
Dhaka

To,
Siratul Moshed
Siyam
19/A, Road-17, pana
Panam streetb,
chittbagong","27th June, 2026
Azimpur , Dhaka

Dear Siyom,

Hope you're doing well by the grace of Allah. Yeah I'm doing well to. Remember our last conversation at your home? You asked me about my plans after HSC. I didn't have one that day but now I have one. In this fat letter I'll write about its

For now passing and getting a great result in HSC is the main target of mine and after I pass I want to go abroad for studies. I like engineering so, I was thinking about moving to Russia after my HSC and continue my study there and get a degree. I don't have any plans right now about what I'll do after that tho.

No more today my friend. Convey my salam to your parents and some love for your younger siblings.

your best friend

Ritom

From,
Mahmudul Hasan
Ritom
17/c, 12-no building,
Azimpur Quarter,
Dhaka

To,
Siratul Moshed
Siyam
19/A, Road-17, pana
Panam streetb,
chittbagong","A letter to my friend deseribing the future plan after passing Hsc exam","12-14","ok","","0.95","0","0","0","0","0","0","False","False","","160","872","","","","","8","address;date;salutation;body;close;signature","0","gemma-4-31b-it","gemini","extraction_prompt_v2","85afd6a0363fc77ac269e8a92485a2f6670e2370503eca21eb690dbcc64252b2","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-08-24T21:56:59.815101+00:00"
"THEME_007","SE_11_Q1_0007","11","Theme","8","","","absent","Write down the theme of the poem.

All people dream, but not equally.
Those who dream by night in the dusty recesses of their mind,
Wake in the morning to find that it was vanity.
But the dreamers of the day are dangerous people,
For they dream their dreams with open eyes,
And make them come true.","All people dream, but not equally.
Those who dream by night in the dusty recesses of their mind,
Wake in the morning to find that it was vanity.
But the dreamers of the day are dangerous people,
For they dream their dreams with open eyes,
And make them come true.","Dream isn't equal for everyone. For some dream is what we see when we sleep and for some dream is what keeps them awake. What doesn't let them sleep until they aquire it. This types of people are meant to be successful.","Dream isn't equal for everyone. For some dream is what we see when we sleep and for some dream is what keeps them awake. What doesn't let them sleep until they aquire it. This types of people are meant to be successful.","","15","ok","","1.0","0","0","0","0","0","0","False","False","","42","219","50","0.84","","0.0","0","","","gemma-4-31b-it","gemini","extraction_prompt_v2","85afd6a0363fc77ac269e8a92485a2f6670e2370503eca21eb690dbcc64252b2","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-08-24T21:56:59.815101+00:00"
"SUMMARY_008","SE_11_Q1_0008","3","Summary","10","","","absent","Summarize the following text. Hope"" is the thing with feathers —
That perches in the soul—
And sings the tune without the words—
And never stops — at all—
And sweetest — in the Gale — is heard —
And sore must be the storm —
That could abash the little Bird
That kept so many warm —
I've heard it in the chillest land —
And on the strangest Sea —
Yet — never — in Extremity,
It asked a crumb — of me.","Hope"" is the thing with feathers —
That perches in the soul—
And sings the tune without the words—
And never stops — at all—
And sweetest — in the Gale — is heard —
And sore must be the storm —
That could abash the little Bird
That kept so many warm —
I've heard it in the chillest land —
And on the strangest Sea —
Yet — never — in Extremity,
It asked a crumb — of me.","Hope is the thing ~~that~~ {inserted: makes him} keeps a person alive and, work hard. It never ends even in the a worse situation. It helps a man to fight until he reaches his destination.","Hope is the thing  makes him keeps a person alive and, work hard. It never ends even in the a worse situation. It helps a man to fight until he reaches his destination.","","4","ok","","0.9","0","0","0","1","1","0","False","False","","33","168","69","0.4783","True","0.0","0","","","gemma-4-31b-it","gemini","extraction_prompt_v2","85afd6a0363fc77ac269e8a92485a2f6670e2370503eca21eb690dbcc64252b2","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-08-24T21:57:21.538986+00:00"
"PARA_008","SE_11_Q1_0008","7","Paragraph","10","","","absent","Answer the following questions and write a paragraph on Artificial Intelligence. a. What is Artificial Intelligence? b. What are the features of AI? c. What are the applications of AI? d. How has AI revolutionized teaching and learning? e. Do you find any threatening aspect in AI?","","Artificial intelligence known as AI is a software which has his own power to solve or qunswen many things. It is huge success in human history. The AI has made many complex things look easy. The human made artificial intelligence is a storage of many information like wikipedia but more human fried friendly and easy to use. It has been given in in many ICT devices to make thei work easy and fast. Even our daily need devices line smartphone, PC, TV and many other things are filled with AI. The AI can generat images and videos, solve our educational problems, makes our doubts easier and many more things. Now half of our work is being done properly and easily using AI. Even recently our streets are being servilenced by CCTV using AI. The AI does run on its own, it needs it application. Our most known AI's are Chat Gpt, & Gemini, Cloude. They help our in our daily life and makes our work of all sectors easier. It can even solve our educational problems. Even many educational videos in internet are being made using AI. Though AI helps us in many sectors but their are some things to be worried about. AI has started to use our personal information to improve its own server. It can run through our smart devices easily and scan our files and folders. Although it says that all our personal ~~infor~~ informations are save safe with him, but we should also be caustions about it.","Artificial intelligence known as AI is a software which has his own power to solve or qunswen many things. It is huge success in human history. The AI has made many complex things look easy. The human made artificial intelligence is a storage of many information like wikipedia but more human fried friendly and easy to use. It has been given in in many ICT devices to make thei work easy and fast. Even our daily need devices line smartphone, PC, TV and many other things are filled with AI. The AI can generat images and videos, solve our educational problems, makes our doubts easier and many more things. Now half of our work is being done properly and easily using AI. Even recently our streets are being servilenced by CCTV using AI. The AI does run on its own, it needs it application. Our most known AI's are Chat Gpt, & Gemini, Cloude. They help our in our daily life and makes our work of all sectors easier. It can even solve our educational problems. Even many educational videos in internet are being made using AI. Though AI helps us in many sectors but their are some things to be worried about. AI has started to use our personal information to improve its own server. It can run through our smart devices easily and scan our files and folders. Although it says that all our personal  informations are save safe with him, but we should also be caustions about it.","Artificial Intelligence","8-10","ok","","0.9","0","0","0","1","0","0","False","False","","250","1379","","","","","0","","","gemma-4-31b-it","gemini","extraction_prompt_v2","85afd6a0363fc77ac269e8a92485a2f6670e2370503eca21eb690dbcc64252b2","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-08-24T21:57:21.538986+00:00"
"CHART_008","SE_11_Q1_0008","8","Graph_Chart","10","","","absent","Look at the chart. It shows the sources of the USA electricity in 1980. Now, analyse the chart focussing the main aspects. (at least in 80 words)

Chart title: Sources of USA electricity in 1980. Values shown: Coal 46%; Natural gas 24%; Hydro-electric power 16%; Oil 12%; Nuclear 2%.","","The chart in the passage declares us the source of USA electricity in 1980. As per shown in the chart the massive amount of electricity was produced by coal. And it is also clear that the least amount of electricity was made using neuclean. In the chart, USA produced 16% of its e elec tricity using hydro- electric power of its total. After that there is neucleane which was the least amount of percentage to generate electricity at USA in 1980, which is only 2%. The oil produced 12% of its total electricity in 1980. Lastly Second most main source of electricity was natural gas which was only 24% of it's total. Lastly, thein is coal which covers almost half of our the chart and the percentage is 46%. It is clean that in the late USA the natural elements were the main source of electricity in USA.","The chart in the passage declares us the source of USA electricity in 1980. As per shown in the chart the massive amount of electricity was produced by coal. And it is also clear that the least amount of electricity was made using neuclean. In the chart, USA produced 16% of its e elec tricity using hydro- electric power of its total. After that there is neucleane which was the least amount of percentage to generate electricity at USA in 1980, which is only 2%. The oil produced 12% of its total electricity in 1980. Lastly Second most main source of electricity was natural gas which was only 24% of it's total. Lastly, thein is coal which covers almost half of our the chart and the percentage is 46%. It is clean that in the late USA the natural elements were the main source of electricity in USA.","","11-12","ok","","0.9","0","0","0","0","0","0","False","False","","140","804","","","","","0","","","gemma-4-31b-it","gemini","extraction_prompt_v2","85afd6a0363fc77ac269e8a92485a2f6670e2370503eca21eb690dbcc64252b2","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-08-24T21:57:21.538986+00:00"
"STORY_008","SE_11_Q1_0008","9","Story","7","","","absent","The following is the beginning of a story. Complete it in your own words and give a proper title. Once a lion was sleeping in a forest. Suddenly a mouse came there. It was, in fact, playing on a race quite happily and didn't notice the sleeping lion. While running, ............","","Once a lion was sleeping in a forest. Suddenly a mouse came there, It was, in fact, playing on a race quite happily and didn't notice the sleeping lion. While ~~sleeping~~ running, the mouse stumbled on the taile of the lion. The sleeping lion woke up and grabbed the ~~lion~~ mouse. The lion said he was sleeping and the mouse disturbed him and now he was going to eat that mouse. But the mouse begged to the lion that to leave him and also also said that he didn't notice the lion. The lion felt pitty seeing that small mouse and ~~le leave him~~ {inserted: forgave} him ~~left~~ {inserted: told him} there and not to disturb him again. The mouse thanked him and said he will neture his favour one day. One day, the mouse was walking in the forest and suddenly started to hear someone iscreaming. He looked here and there and finally saw the lion whom he disturbed while sleeping is now hanging on a tree on a hunters net. He rushed towards him and cutted the net using his sharp teeths. After being freed from their they both ran from that place and stopped in a safe location. The lion thanked the mouse for saving his life and ~~understood~~ thought it he had not forgive him that day and ate him then to today he might have been killed. He got the reward of his forgiveness.","Once a lion was sleeping in a forest. Suddenly a mouse came there, It was, in fact, playing on a race quite happily and didn't notice the sleeping lion. While  running, the mouse stumbled on the taile of the lion. The sleeping lion woke up and grabbed the  mouse. The lion said he was sleeping and the mouse disturbed him and now he was going to eat that mouse. But the mouse begged to the lion that to leave him and also also said that he didn't notice the lion. The lion felt pitty seeing that small mouse and  forgave him  told him there and not to disturb him again. The mouse thanked him and said he will neture his favour one day. One day, the mouse was walking in the forest and suddenly started to hear someone iscreaming. He looked here and there and finally saw the lion whom he disturbed while sleeping is now hanging on a tree on a hunters net. He rushed towards him and cutted the net using his sharp teeths. After being freed from their they both ran from that place and stopped in a safe location. The lion thanked the mouse for saving his life and  thought it he had not forgive him that day and ate him then to today he might have been killed. He got the reward of his forgiveness.","Reward of Forgiveness","13-15","ok","","0.9","0","0","0","5","2","0","False","False","","230","1198","","","","","0","","","gemma-4-31b-it","gemini","extraction_prompt_v2","85afd6a0363fc77ac269e8a92485a2f6670e2370503eca21eb690dbcc64252b2","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-08-24T21:57:21.538986+00:00"
"LETTER_008","SE_11_Q1_0008","10","Letter_Email","5","","","absent","Write a letter to your friend describing the future plan after passing HSC Exam.","","27 June, 2026
Azimpur, Dhaka

Dear Juliya,

I hope you are doing well. My HSC examination is going to finish in next month and I want to discuss about my future plan with you.

Exactly after one month I am hoping my exams will be finished and I'm hoping to do well in my exams. But after the exam finishes I'll get a long vacation. I don't want to waste my time sitting and hanging out. I want to learn some skill, I am thinking to learn how to make an AI of my own and if it goes well I'll publish it online and make it free for others too. My main motive is to help others.

I hope you'll like my idea and give me suggestions in your prespective should I do this or not. Hoping you to stay well and healthy.

Your loving,
Ifee

From,
Ifee
Address: 19, Azimpur Roud, Dhaka
To,
Juliya
Addres: 14, Ring Road, Khulna","27 June, 2026
Azimpur, Dhaka

Dear Juliya,

I hope you are doing well. My HSC examination is going to finish in next month and I want to discuss about my future plan with you.

Exactly after one month I am hoping my exams will be finished and I'm hoping to do well in my exams. But after the exam finishes I'll get a long vacation. I don't want to waste my time sitting and hanging out. I want to learn some skill, I am thinking to learn how to make an AI of my own and if it goes well I'll publish it online and make it free for others too. My main motive is to help others.

I hope you'll like my idea and give me suggestions in your prespective should I do this or not. Hoping you to stay well and healthy.

Your loving,
Ifee

From,
Ifee
Address: 19, Azimpur Roud, Dhaka
To,
Juliya
Addres: 14, Ring Road, Khulna","","16-17","ok","","1.0","0","0","0","0","0","0","False","False","","157","814","","","","","6","address;date;salutation;body;close","1","gemma-4-31b-it","gemini","extraction_prompt_v2","85afd6a0363fc77ac269e8a92485a2f6670e2370503eca21eb690dbcc64252b2","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-08-24T21:57:21.538986+00:00"
"THEME_008","SE_11_Q1_0008","11","Theme","8","","","absent","Write down the theme of the poem.

All people dream, but not equally.
Those who dream by night in the dusty recesses of their mind,
Wake in the morning to find that it was vanity.
But the dreamers of the day are dangerous people,
For they dream their dreams with open eyes,
And make them come true.","All people dream, but not equally.
Those who dream by night in the dusty recesses of their mind,
Wake in the morning to find that it was vanity.
But the dreamers of the day are dangerous people,
For they dream their dreams with open eyes,
And make them come true.","People who dreams with wide open eye in the morning are not normal like people who dreams at night. Those people who dreams under light works hard to achieve it. They are the real successful people and like the other ~~nig~~ fake ~~drew~~ dreamers.","People who dreams with wide open eye in the morning are not normal like people who dreams at night. Those people who dreams under light works hard to achieve it. They are the real successful people and like the other  fake  dreamers.","","18","ok","","0.9","0","0","0","2","0","0","False","False","","42","233","50","0.84","","0.0","0","","","gemma-4-31b-it","gemini","extraction_prompt_v2","85afd6a0363fc77ac269e8a92485a2f6670e2370503eca21eb690dbcc64252b2","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-08-24T21:57:21.538986+00:00"
"SUMMARY_009","SE_11_Q1_0009","3","Summary","10","","","absent","Summarize the following text. Hope"" is the thing with feathers —
That perches in the soul—
And sings the tune without the words—
And never stops — at all—
And sweetest — in the Gale — is heard —
And sore must be the storm —
That could abash the little Bird
That kept so many warm —
I've heard it in the chillest land —
And on the strangest Sea —
Yet — never — in Extremity,
It asked a crumb — of me.","Hope"" is the thing with feathers —
That perches in the soul—
And sings the tune without the words—
And never stops — at all—
And sweetest — in the Gale — is heard —
And sore must be the storm —
That could abash the little Bird
That kept so many warm —
I've heard it in the chillest land —
And on the strangest Sea —
Yet — never — in Extremity,
It asked a crumb — of me.","Hope is something why we live.

 Hopelife without hope is unthinkable.

 Hope gives {inserted: a} us {inserted: a} reason to live and do things in our life. Every living creature has hope in their life. Hope perches in the soul. Writes said, sings the tune without the words and never stops. In the porms, ""Hope"" poet encourages encourages us and let us know about the importance about hope in life.","Hope is something why we live.

 Hopelife without hope is unthinkable.

 Hope gives a us a reason to live and do things in our life. Every living creature has hope in their life. Hope perches in the soul. Writes said, sings the tune without the words and never stops. In the porms, ""Hope"" poet encourages encourages us and let us know about the importance about hope in life.","","5","ok","","0.9","0","0","0","0","2","0","False","False","","68","375","69","0.9855","True","0.1324","2","","","gemma-4-31b-it","gemini","extraction_prompt_v2","85afd6a0363fc77ac269e8a92485a2f6670e2370503eca21eb690dbcc64252b2","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-08-24T21:59:27.304229+00:00"
"PARA_009","SE_11_Q1_0009","7","Paragraph","10","","","absent","Answer the following questions and write a paragraph on Artificial Intelligence. a. What is Artificial Intelligence? b. What are the features of AI? c. What are the applications of AI? d. How has AI revolutionized teaching and learning? e. Do you find any threatening aspect in AI?","","Artificial intelligence is a machine which can understand the human language and act according to it. The short form of artificial intelligence is Ai. The vast amount of date from the internet is inputed in Ai. Ai like Siri and google gemini can he us in our daily life. Chatbot Ai like chatgpt, gemini, grok, claude can are helping humans in their daily life. Ai was mainly desinged to solve big problems, complicated maths etc.

 Programming and coding is the heart of financial industry. By using Ai anybody like you and me can code and programme by using Ai. Ai has revolutionized teching and learning and earing too. Any problem can be solved by Ai, not just solve they also explian their solution step by step. It has a negetive side too. Ai is just a tools which is used by us humans. Human use Ai to spreced fake news and photos. [unclear: videos] Ai is becoming more powerful' so the diffrence between reality and Ai is getting lessen day by day.","Artificial intelligence is a machine which can understand the human language and act according to it. The short form of artificial intelligence is Ai. The vast amount of date from the internet is inputed in Ai. Ai like Siri and google gemini can he us in our daily life. Chatbot Ai like chatgpt, gemini, grok, claude can are helping humans in their daily life. Ai was mainly desinged to solve big problems, complicated maths etc.

 Programming and coding is the heart of financial industry. By using Ai anybody like you and me can code and programme by using Ai. Ai has revolutionized teching and learning and earing too. Any problem can be solved by Ai, not just solve they also explian their solution step by step. It has a negetive side too. Ai is just a tools which is used by us humans. Human use Ai to spreced fake news and photos. videos Ai is becoming more powerful' so the diffrence between reality and Ai is getting lessen day by day.","Artificial Intelligence (AI)","8-9","ok","","0.9","0","1","0","0","0","0","False","False","","171","944","","","","","1","","","gemma-4-31b-it","gemini","extraction_prompt_v2","85afd6a0363fc77ac269e8a92485a2f6670e2370503eca21eb690dbcc64252b2","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-08-24T21:59:27.304229+00:00"
