id,subject,marks_col,question_source,question_text,red_score,red_score_raw,full_marks_on_page,status,gold_score,token_score,matched,full_marks,full_marks_source,full_marks_reliable,gold_usable,score_rubric,transcription_rubric,confidence_rubric,reasoning_rubric,score_solution,transcription_solution,confidence_solution,reasoning_solution
354478596665,Biology,1/2,EN,Which membrane separates alveoli? Write the importance of respiratory pigments in oxygen and carbon dioxide transport?,0.0,0,,NO_MARKSCOL,0.0,,,0.5,marks_col,True,True,0.5,1. Alveolean Intervening membrane separates the Alveoli. FOR O2: Haemoglobin transports most of the by forming oxy-haemoglobin. 4Hb + 4O2 -> 4HbO2 For CO2: Small amount of CO2 is transported by haemoglobin; by forming carbamino haemoglobin.,0.95,Identification of the membrane separating alveoli: 0.15/0.15 The student correctly identified the 'Alveolean Intervening membrane' (interalveolar septum) as separating the alveoli. | Importance of respiratory pigments in oxygen transport: 0.175/0.175 The student correctly explained that haemoglobin transports most oxygen by forming oxyhaemoglobin and provided the correct chemical equation. | Importance of respiratory pigments in carbon dioxide transport: 0.175/0.175 The student correctly stated that a small amount of CO2 is transported by haemoglobin by forming carbaminohemoglobin.,0.5,1. Alveolean Intervening membrane separates the Alveoli. FOR O2: Haemoglobin transports most of the by forming oxy-haemoglobin. 4Hb + 4O2 -> 4HbO2 For CO2: Small amount of CO2 is transported by haemoglobin; by forming carbamino haemoglobin.,0.95,Identification of the membrane separating alveoli: 0.15/0.15 The student correctly identified the 'Alveolean Intervening membrane' (interalveolar septum) as separating the alveoli. | Importance of respiratory pigments in oxygen transport: 0.175/0.175 The student correctly explained that haemoglobin transports most oxygen by forming oxyhaemoglobin and provided the correct chemical equation. | Importance of respiratory pigments in carbon dioxide transport: 0.175/0.175 The student correctly stated that a small amount of CO2 is transported by haemoglobin by forming carbaminohemoglobin.
964503901727,Biology,5/2,EN,Write down 5 differences between active and passive salt absorption.,2.5,2.5,,NO_MARKSCOL,2.5,,,2.5,marks_col,True,True,2.0,1. Active absorption (i) Respiration rate increases. (ii) Energy require! (iii) Enzyme and Carrier needed. (iv) Cation and anion absorbed simultaneously. (v) Example: salt absorption. Passive Absorption (i) Respiration rate remain normal. (ii) No energy required. (iii) No Carrier need. (iv) Cation Anion not absorbed simultaneously. (v) Example: water absorption.,0.9,"Difference 1: Respiration rate: 0.5/0.5 Student correctly states that respiration rate increases in active absorption and remains normal in passive absorption, reflecting energy requirements. | Difference 2: Energy requirement: 0.5/0.5 Student correctly states that active absorption requires energy and passive absorption does not. | Difference 3: Carrier/Enzyme involvement: 0.5/0.5 Student correctly states that active absorption needs enzymes and carriers, while passive absorption generally does not (or not in the same obligatory way). | Difference 4: Cation and anion absorption: 0.5/0.5 Student states that cations and anions are absorbed simultaneously in active absorption and not simultaneously in passive. While a simplification, this distinction is often made in introductory biology regarding coupled transport in active processes versus independent movement in passive. | Difference 5: Example: 0.0/0.5 The example for active absorption (salt absorption) is correct. However, the example for passive absorption (water absorption) is incorrect in the context of 'salt absorption'. The question specifically asks for differences in 'salt absorption', not general transport. Passive salt absorption would involve diffusion of ions, not water.",2.0,1. Active absorption (i) Respiration rate increases. (ii) Energy require! (iii) Enzyme and Carrier needed. (iv) Cation and anion absorbed simultaneously. (v) Example: salt absorption. Passive Absorption (i) Respiration rate remain normal. (ii) No energy required. (iii) No Carrier need. (iv) Cation Anion not absorbed simultaneously. (v) Example: water absorption.,0.9,"Difference 1: Respiration rate: 0.5/0.5 Student correctly states that respiration rate increases in active absorption and remains normal in passive absorption, reflecting energy requirements. | Difference 2: Energy requirement: 0.5/0.5 Student correctly states that active absorption requires energy and passive absorption does not. | Difference 3: Carrier/Enzyme involvement: 0.5/0.5 Student correctly states that active absorption needs enzymes and carriers, while passive absorption generally does not (or not in the same obligatory way). | Difference 4: Cation and anion absorption: 0.5/0.5 Student states that cations and anions are absorbed simultaneously in active absorption and not simultaneously in passive. While a simplification, this distinction is often made in introductory biology regarding coupled transport in active processes versus independent movement in passive. | Difference 5: Example: 0.0/0.5 The example for active absorption (salt absorption) is correct. However, the example for passive absorption (water absorption) is incorrect in the context of 'salt absorption'. The question specifically asks for differences in 'salt absorption', not general transport. Passive salt absorption would involve diffusion of ions, not water."
414303411594,Biology,1/2,EN,Present the transport of absorbed food and its fate in the human body by a flowchart.,,,,NO_REDMARK,,,,0.5,marks_col,True,False,0.5,i) Glucose -> Small Intestine -> Blood vessell -> Liver -> Brain ii) Amino acid -> Small Intestinal Vini -> Blood vessells -> Liver iii) Lipid (micelles) -> Lactean lymph -> Blood vessell -> Liver,0.95,"Glucose pathway accuracy: 0.17/0.17 The flowchart for glucose correctly identifies absorption in the small intestine, transport via blood vessels, and primary fates in the liver and brain. | Amino acid pathway accuracy: 0.17/0.17 The flowchart for amino acids correctly identifies absorption in the small intestinal villi (despite the misspelling 'Vini'), transport via blood vessels, and processing in the liver. | Lipid pathway accuracy: 0.16/0.16 The flowchart for lipids correctly identifies absorption as micelles, transport via lacteal lymph (despite the misspelling 'Lactean'), entry into blood vessels, and processing in the liver. This accurately reflects the unique lymphatic pathway for lipids.",0.5,i) Glucose -> Small Intestine -> Blood vessell -> Liver -> Brain ii) Amino acid -> Small Intestinal Vini -> Blood vessells -> Liver iii) Lipid (micelles) -> Lactean lymph -> Blood vessell -> Liver,0.95,"Glucose pathway accuracy: 0.17/0.17 The flowchart for glucose correctly identifies absorption in the small intestine, transport via blood vessels, and primary fates in the liver and brain. | Amino acid pathway accuracy: 0.17/0.17 The flowchart for amino acids correctly identifies absorption in the small intestinal villi (despite the misspelling 'Vini'), transport via blood vessels, and processing in the liver. | Lipid pathway accuracy: 0.16/0.16 The flowchart for lipids correctly identifies absorption as micelles, transport via lacteal lymph (despite the misspelling 'Lactean'), entry into blood vessels, and processing in the liver. This accurately reflects the unique lymphatic pathway for lipids."
987747916853,Biology,5/2,EN,Describe mitotic metaphase in brief.,,,,NO_REDMARK,,,,2.5,marks_col,True,False,2.5,"2. (i) chromosomes get very thick and shorter. (ii) super coiling and condensation is seen. (iii) metakinesis of chromosomes in tan (iv) size, shape, etc. chromosomes are clearly seen; since color retention is high. Fig: Metaphase",0.95,"Chromosome condensation (thick, short, supercoiling): 0.5/0.5 The student correctly states that chromosomes become very thick and shorter, and undergo supercoiling and condensation. | Alignment at metaphase plate (metakinesis): 0.5/0.5 The student uses the term 'metakinesis of chromosomes', which accurately describes their movement and alignment at the equatorial plate. | Visibility and study of morphology: 0.5/0.5 The student notes that chromosomes' size, shape, etc., are clearly seen due to high color retention, which is a key characteristic of metaphase. | Spindle fiber attachment to kinetochores: 0.5/0.5 While not explicitly stated in text, the diagram clearly shows spindle fibers attached to the chromosomes at the metaphase plate, implying kinetochore attachment. | Accurate diagram of metaphase: 0.5/0.5 The student provided a clear and accurate diagram depicting chromosomes aligned at the metaphase plate with spindle fibers.",2.5,"2. (i) chromosomes get very thick and shorter. (ii) super coiling and condensation is seen. (iii) metakinesis of chromosomes in tan (iv) size, shape, etc. chromosomes are clearly seen; since color retention is high. Fig: Metaphase",0.95,"Chromosome condensation (thick, short, supercoiling): 0.5/0.5 The student correctly states that chromosomes become very thick and shorter, and undergo supercoiling and condensation. | Alignment at metaphase plate (metakinesis): 0.5/0.5 The student uses the term 'metakinesis of chromosomes', which accurately describes their movement and alignment at the equatorial plate. | Visibility and study of morphology: 0.5/0.5 The student notes that chromosomes' size, shape, etc., are clearly seen due to high color retention, which is a key characteristic of metaphase. | Spindle fiber attachment to kinetochores: 0.5/0.5 While not explicitly stated in text, the diagram clearly shows spindle fibers attached to the chromosomes at the metaphase plate, implying kinetochore attachment. | Accurate diagram of metaphase: 0.5/0.5 The student provided a clear and accurate diagram depicting chromosomes aligned at the metaphase plate with spindle fibers."
225465474823,Biology,5/2,EN,Define: ( i ) Lymph (ii) Locus (iii) Allele (iv) Phenotype (v) Gluconeogenesis,2.5,2.5,,NO_MARKSCOL,2.5,,,2.5,marks_col,True,True,1.75,4. (i) Light yellowish fluid present in intracellular spaces in our body is lymph. (ii) Location of a gene throughout a chromosome is Locus. (iii) A pair of genes controlling a trait in homologous chromosome locus are alleles of each other. (iv) Expressed features of gene is Phenotype. (v) The process by which glycogen is produced from non-carbohydrate sources is Gluconeogenesis.,0.95,"Lymph definition: 0.25/0.5 Identifies it as a light yellowish fluid, but incorrectly states 'intracellular spaces' instead of lymphatic system/interstitial spaces. | Locus definition: 0.5/0.5 Correctly defines locus as the location of a gene on a chromosome. | Allele definition: 0.5/0.5 Correctly defines alleles as a pair of genes controlling a trait in homologous chromosome locus. | Phenotype definition: 0.5/0.5 Correctly defines phenotype as the expressed features/characteristics. | Gluconeogenesis definition: 0/0.5 Incorrectly states that glycogen is produced from non-carbohydrate sources. Gluconeogenesis is the synthesis of glucose, not glycogen.",1.75,4. (i) Light yellowish fluid present in intracellular spaces in our body is lymph. (ii) Location of a gene throughout a chromosome is Locus. (iii) A pair of genes controlling a trait in homologous chromosome locus are alleles of each other. (iv) Expressed features of gene is Phenotype. (v) The process by which glycogen is produced from non-carbohydrate sources is Gluconeogenesis.,0.95,"Lymph definition: 0.25/0.5 Identifies it as a light yellowish fluid, but incorrectly states 'intracellular spaces' instead of lymphatic system/interstitial spaces. | Locus definition: 0.5/0.5 Correctly defines locus as the location of a gene on a chromosome. | Allele definition: 0.5/0.5 Correctly defines alleles as a pair of genes controlling a trait in homologous chromosome locus. | Phenotype definition: 0.5/0.5 Correctly defines phenotype as the expressed features/characteristics. | Gluconeogenesis definition: 0/0.5 Incorrectly states that glycogen is produced from non-carbohydrate sources. Gluconeogenesis is the synthesis of glucose, not glycogen."
141436348430,Biology,5/2,EN,What is lethal gene? Write the names of 6 diseases caused by lethal genes.,2.5,2.5,,NO_MARKSCOL,2.5,,,2.5,marks_col,True,True,2.25,2. The gene that causes death of an organism in homozygous state is lethal gene. Such as: (i) Brachyphalang (ii) Retinoblastoma (iii) Thalassemia (iv) Sickle cell anaemia (v) congenital ichthyosis (vi) Haemophilia,0.95,"Definition of lethal gene: 1.0/1.0 The student provided an accurate definition: 'The gene that causes death of an organism in homozygous state is lethal gene.' | Names of 6 diseases caused by lethal genes (0.25 marks per correct disease): 1.25/1.5 5 out of 6 diseases listed are appropriate examples of conditions caused by lethal genes. Retinoblastoma is not typically classified as a lethal gene in the context of causing death directly due to a specific genotype, but rather a predisposition to cancer. Brachyphalang (accepted as brachydactyly), Thalassemia, Sickle cell anaemia, Congenital ichthyosis, and Haemophilia are acceptable.",2.25,2. The gene that causes death of an organism in homozygous state is lethal gene. Such as: (i) Brachyphalang (ii) Retinoblastoma (iii) Thalassemia (iv) Sickle cell anaemia (v) congenital ichthyosis (vi) Haemophilia,0.95,"Definition of lethal gene: 1.0/1.0 The student provided an accurate definition: 'The gene that causes death of an organism in homozygous state is lethal gene.' | Names of 6 diseases caused by lethal genes (0.25 marks per correct disease): 1.25/1.5 5 out of 6 diseases listed are appropriate examples of conditions caused by lethal genes. Retinoblastoma is not typically classified as a lethal gene in the context of causing death directly due to a specific genotype, but rather a predisposition to cancer. Brachyphalang (accepted as brachydactyly), Thalassemia, Sickle cell anaemia, Congenital ichthyosis, and Haemophilia are acceptable."
919509166679,Biology,5/2,EN,Which cycle produces urea in liver? Explain the synthesis and breakdown of hormone in liver.,,,,NO_REDMARK,,,,2.5,marks_col,True,False,1.75,"1. ""ornithine cycle"" produces urea in liver. Synthesis of hormone: Almost all types of Liver Produces Angiotensin which is activated by Renin (kidney) hormone to decrease blood pressure. Breakdown of hormone: Liver rapidly breaks down 'Aldosterone' and 'Testosterone'.",0.95,"Identification of urea cycle: 0.5/0.5 Correctly identified the ornithine cycle as producing urea in the liver. | Explanation of hormone synthesis in liver: 0.25/1.0 Correctly stated that the liver produces angiotensinogen (though referred to as 'Angiotensin') and that renin from the kidney is involved in its activation. However, the explanation of the hormone's function (decreasing blood pressure) is factually incorrect, and the overall synthesis process is not fully detailed. | Explanation of hormone breakdown in liver: 1.0/1.0 Correctly stated that the liver is involved in the rapid breakdown of hormones, providing accurate examples like aldosterone and testosterone.",1.7,"1. ""ornithine cycle"" produces urea in liver. Synthesis of hormone: Almost all types of Liver Produces Angiotensin which is activated by Renin (kidney) hormone to decrease blood pressure. Breakdown of hormone: Liver rapidly breaks down 'Aldosterone' and 'Testosterone'.",0.9,"Identify the cycle that produces urea in the liver: 0.5/0.5 Student correctly identified the 'ornithine cycle'. | Explain the synthesis of hormone in the liver: 0.2/1.0 Student correctly stated that the liver produces Angiotensinogen and that Renin activates it. However, the statement that it 'decrease blood pressure' is factually incorrect; Angiotensin II increases blood pressure. This significant error led to a substantial deduction. | Explain the breakdown of hormone in the liver: 1.0/1.0 Student correctly stated that the liver rapidly breaks down hormones and provided accurate examples ('Aldosterone' and 'Testosterone')."
863086104593,Biology,5/2,EN,How many limiting factors of photosynthesis process and what are they? Write down 3 differences between Glycolysis and Photolysis?,2.5,2.5,,NO_MARKSCOL,2.5,,,2.5,marks_col,True,True,2.5,3. Three limifing factors! (i) Light's Intensity (ii) perity of CO2 (iii) Temperature. Glycolysis (i) occung in respination. (ii) No water needed. (iii) No sun-light needed. Photolysis (i) ocount in Photosynthech (ii) Water is needed. (iii) Sunlight needed.,0.95,Number of limiting factors identified: 0.25/0.25 Correctly stated 'Three' limiting factors. | Limiting factor 1: Light Intensity: 0.25/0.25 Correctly identified Light Intensity as a limiting factor. | Limiting factor 2: CO2 concentration: 0.25/0.25 Correctly identified CO2 concentration (written as 'perity of CO2') as a limiting factor. | Limiting factor 3: Temperature: 0.25/0.25 Correctly identified Temperature as a limiting factor. | Difference 1: Occurrence (Glycolysis vs Photolysis): 0.5/0.5 Correctly stated Glycolysis occurs in respiration and Photolysis in photosynthesis. | Difference 2: Water requirement (Glycolysis vs Photolysis): 0.5/0.5 Correctly stated Glycolysis does not need water and Photolysis needs water. | Difference 3: Sunlight requirement (Glycolysis vs Photolysis): 0.5/0.5 Correctly stated Glycolysis does not need sunlight and Photolysis needs sunlight.,2.5,3. Three limifing factors! (i) Light's Intensity (ii) perity of CO2 (iii) Temperature. Glycolysis (i) occung in respination. (ii) No water needed. (iii) No sun-light needed. Photolysis (i) ocount in Photosynthech (ii) Water is needed. (iii) Sunlight needed.,0.95,Number of limiting factors identified: 0.25/0.25 Correctly stated 'Three' limiting factors. | Limiting factor 1: Light Intensity: 0.25/0.25 Correctly identified Light Intensity as a limiting factor. | Limiting factor 2: CO2 concentration: 0.25/0.25 Correctly identified CO2 concentration (written as 'perity of CO2') as a limiting factor. | Limiting factor 3: Temperature: 0.25/0.25 Correctly identified Temperature as a limiting factor. | Difference 1: Occurrence (Glycolysis vs Photolysis): 0.5/0.5 Correctly stated Glycolysis occurs in respiration and Photolysis in photosynthesis. | Difference 2: Water requirement (Glycolysis vs Photolysis): 0.5/0.5 Correctly stated Glycolysis does not need water and Photolysis needs water. | Difference 3: Sunlight requirement (Glycolysis vs Photolysis): 0.5/0.5 Correctly stated Glycolysis does not need sunlight and Photolysis needs sunlight.
108705065284,Biology,5/2,EN,What is gene? Mention the components that are necessary for Transcription process.,2.5,2.5,,NO_MARKSCOL,2.5,,,2.5,marks_col,True,True,2.5,"4. Gene is the smallest unit that expresses the characteristic features of a trait. Components: (i) Template (DNA) (ii) RNA polymerase (iii) Free ribonucleotri-phosphate (CATP, CTP, etc.) (iv) Some assisting Proteins. (v) Necessary energy from break down of bonds of DNA.",0.95,"Definition of Gene: 0.5/0.5 The definition 'Gene is the smallest unit that expresses the characteristic features of a trait' is accurate and concise. | Transcription Component: DNA Template: 0.5/0.5 Correctly identified DNA as the template for transcription. | Transcription Component: RNA Polymerase: 0.5/0.5 Correctly identified RNA polymerase as a necessary enzyme. | Transcription Component: Ribonucleoside Triphosphates (NTPs): 0.5/0.5 Correctly identified free ribonucleotides (ribonucleotri-phosphate) as precursors, despite a minor typo in the term and examples. | Transcription Component: Assisting Proteins: 0.5/0.5 Correctly identified the need for assisting proteins (e.g., transcription factors). | Transcription Component: Energy Source: 0.0/0.0 The point 'Necessary energy from break down of bonds of DNA' is not a distinct component and the explanation for the energy source is inaccurate. Energy for polymerization comes from NTPs, and DNA unwinding requires energy, but not from 'breakdown of bonds of DNA' in this context.",2.5,"4. Gene is the smallest unit that expresses the characteristic features of a trait. Components: (i) Template (DNA) (ii) RNA polymerase (iii) Free ribonucleotri-phosphate (CATP, CTP, etc.) (iv) Some assisting Proteins. (v) Necessary energy from break down of bonds of DNA.",0.95,"Definition of Gene: 0.5/0.5 The definition 'Gene is the smallest unit that expresses the characteristic features of a trait' is accurate and concise. | Transcription Component: DNA Template: 0.5/0.5 Correctly identified DNA as the template for transcription. | Transcription Component: RNA Polymerase: 0.5/0.5 Correctly identified RNA polymerase as a necessary enzyme. | Transcription Component: Ribonucleoside Triphosphates (NTPs): 0.5/0.5 Correctly identified free ribonucleotides (ribonucleotri-phosphate) as precursors, despite a minor typo in the term and examples. | Transcription Component: Assisting Proteins: 0.5/0.5 Correctly identified the need for assisting proteins (e.g., transcription factors). | Transcription Component: Energy Source: 0.0/0.0 The point 'Necessary energy from break down of bonds of DNA' is not a distinct component and the explanation for the energy source is inaccurate. Energy for polymerization comes from NTPs, and DNA unwinding requires energy, but not from 'breakdown of bonds of DNA' in this context."
402360196427,Biology,10/10,EN,"(a) Explain: Mechanism of food preservation with sugar. (b) Classify the following preservatives: Citric acid, Beta carotene, Calcium propanoate, BHA, EDTA",,,,NO_REDMARK,,10.0,,10.0,marks_col,True,False,10.0,"Food are preserved by mixing (65-70)% sugar solution. By osmosis process, sugar absorbs water from bacteria and other microbes; thus wins them. (b) Anti-oxidant | Anti-microbial | chelating agent (i) BHA | (i) Calcium Propanoate | (i) EDTA (ii) Beta Carotene | (ii) Citric acid",0.95,"Explanation of mechanism of food preservation with sugar (high concentration): 1.0/1.0 Student correctly states that food is preserved by mixing with 65-70% sugar solution, indicating the necessary high concentration. | Explanation of mechanism of food preservation with sugar (osmosis process): 1.0/1.0 Student correctly identifies osmosis as the underlying process. | Explanation of mechanism of food preservation with sugar (water absorption from microbes): 2.0/2.0 Student correctly explains that sugar absorbs water from bacteria and other microbes, leading to dehydration. | Explanation of mechanism of food preservation with sugar (effect on microbes): 1.0/1.0 Student concludes that this process 'wins them' (inhibits/kills microbes), which is the desired outcome. | Classification of BHA: 1.0/1.0 BHA is correctly classified as an anti-oxidant. | Classification of Beta carotene: 1.0/1.0 Beta carotene is correctly classified as an anti-oxidant. | Classification of Calcium propanoate: 1.0/1.0 Calcium propanoate is correctly classified as an anti-microbial agent. | Classification of Citric acid: 1.0/1.0 Citric acid is correctly classified as an anti-microbial agent (due to its acidifying properties). | Classification of EDTA: 1.0/1.0 EDTA is correctly classified as a chelating agent.",10.0,"Food are preserved by mixing (65-70)% sugar solution. By osmosis process, sugar absorbs water from bacteria and other microbes; thus kills them. (b) Anti-oxidant | Anti-microbial | chelating agent (i) BHA | (i) Calcium Propanoate | (i) EDTA (ii) Beta Carotene | (ii) Citric acid |",0.95,"Explanation of food preservation with sugar (mechanism): 5.0/5.0 The student correctly explained the mechanism, mentioning the high sugar concentration (65-70%), the process of osmosis, the absorption of water from bacteria and microbes, and the resulting killing effect. The explanation is complete and accurate. | Classification of preservatives: 5.0/5.0 All five given preservatives (Citric acid, Beta carotene, Calcium propanoate, BHA, EDTA) were correctly classified into their appropriate categories: BHA and Beta Carotene as Anti-oxidants, Calcium Propanoate and Citric acid as Anti-microbials, and EDTA as a chelating agent."
535684849357,Biology,9/10,EN,\((a)\) \((b)\) \(EDTA\),2.0,02,,FLAG,2.0,9.0,,10.0,marks_col,True,True,5.0,15 b এইটিক এসিড – অ্যান্টিমাইক্রোবিয়াল বিটা ক্যারোটিন – প্রাকৃতিক এন্টিঅক্সিডেন্ট ক্যালসিয়াম প্রোপানোয়েট- অ্যটিমাইক্রোবিয়াল BHA – কৃত্রিম অ্যান্টিঅক্সিডেন্ট EDTA – কিলেটিং এজেন্ট a) চিনি দ্বারা খাদ্য সংরক্ষণ করা হয়। যেমন ফল। চিনি খাদ্যবস্তুর জারণ প্রক্রিয়া রোধ করে ও সঠিক মাত্রার পরিবেশ বজায় রাখে।,0.95,"(a) Explanation of sugar preservation mechanism (osmosis): 0.0/3.0 The student did not mention the key mechanism of osmosis, where concentrated sugar solution draws water from microbial cells, leading to their dehydration and inhibition. | (a) Relevant explanation for sugar preservation: 0.0/2.0 The student's explanation about preventing oxidation ('জারণ প্রক্রিয়া রোধ করে') is not the primary or most relevant mechanism for sugar preservation against microbial spoilage. The explanation is vague and lacks scientific depth. | (b) Classification of Acetic Acid: 1.0/1.0 The student correctly classified Acetic Acid as an antimicrobial, which is a valid preservative classification. Although the model solution listed Citric Acid, Acetic Acid is also a common antimicrobial preservative. | (b) Classification of Beta Carotene: 1.0/1.0 The student correctly classified Beta Carotene as a natural antioxidant. | (b) Classification of Calcium Propionate: 1.0/1.0 The student correctly classified Calcium Propionate as an antimicrobial. | (b) Classification of BHA: 1.0/1.0 The student correctly classified BHA as an artificial antioxidant. | (b) Classification of EDTA: 1.0/1.0 The student correctly classified EDTA as a chelating agent.",5.0,15 b এইটিক এসিড – অ্যান্টিমাইক্রোবিয়াল বিটা ক্যারোটিন – প্রাকৃতিক এন্টিঅক্সিডেন্ট ক্যালসিয়াম প্রোপানোয়েট- অ্যটিমাইক্রোবিয়াল BHA – কৃত্রিম অ্যান্টিঅক্সিডেন্ট EDTA – কিলেটিং এজেন্ট a) চিনি দ্বারা খাদ্য সংরক্ষণ করা হয়। যেমন ফল। চিনি খাদ্যবস্তুর জারণ প্রক্রিয়া রোধ করে ও সঠিক মাত্রার পরিবেশ বজায় রাখে।,0.95,"(a) Explanation of sugar preservation mechanism (osmosis): 0.0/3.0 The student did not mention the key mechanism of osmosis, where concentrated sugar solution draws water from microbial cells, leading to their dehydration and inhibition. | (a) Relevant explanation for sugar preservation: 0.0/2.0 The student's explanation about preventing oxidation ('জারণ প্রক্রিয়া রোধ করে') is not the primary or most relevant mechanism for sugar preservation against microbial spoilage. The explanation is vague and lacks scientific depth. | (b) Classification of Acetic Acid: 1.0/1.0 The student correctly classified Acetic Acid as an antimicrobial, which is a valid preservative classification. Although the model solution listed Citric Acid, Acetic Acid is also a common antimicrobial preservative. | (b) Classification of Beta Carotene: 1.0/1.0 The student correctly classified Beta Carotene as a natural antioxidant. | (b) Classification of Calcium Propionate: 1.0/1.0 The student correctly classified Calcium Propionate as an antimicrobial. | (b) Classification of BHA: 1.0/1.0 The student correctly classified BHA as an artificial antioxidant. | (b) Classification of EDTA: 1.0/1.0 The student correctly classified EDTA as a chelating agent."
961221651128,Biology,5/2,BN_UNICODE,উঘঅ রেপ্লিকেশনে নিম্ে্নাক্ত এনজাইম গুলোর ভূমিকা লিখ। (র) টপোআইসোমারেজ (রর) উঘঅ হেলিকেজ (ররর) লাইগেজ (রা) প্রাইমেজ (া) ঝঝইচ,2.5,2.5,,NO_MARKSCOL,2.5,,,2.5,rubric,True,True,2.5,১। টপোআইসোমারেজ → DNA কে অতিপ্যাচানো অবস্থা মুক্ত করে (ii) DNA হেলিকেজ → DNA সূত্রক খুলে ফেলে (H-bond ভাঙ্গে) (iii) লাইগেজ → ওকাজাকি খন্ড জোড়া লাগায় (iv) প্রাইমেজ → প্রাইমার তৈরি করে (v) SSBP → একক সূত্র বজায় রাখে (H-bond তৈরি হতে দেয় না),0.95,টপোআইসোমারেজ: 0.5/0.5 Correctly states that Topoisomerase releases DNA from supercoiled state. | DNA হেলিকেজ: 0.5/0.5 Correctly states that DNA Helicase unwinds DNA strands by breaking H-bonds. | লাইগেজ: 0.5/0.5 Correctly states that Ligase joins Okazaki fragments. | প্রাইমেজ: 0.5/0.5 Correctly states that Primase synthesizes primers. | SSBP: 0.5/0.5 Correctly states that SSBP maintains single strands and prevents H-bond formation (re-annealing).,2.5,১। (i) টপোআইসোমারেজ → DNA কে অতিপ্যাচানো অবস্থা মুক্ত করে। (ii) DNA হেলিকেজ → DNA স্ট্র্যান্ডকে খুলে ফেলে (H-bond ভাঙে) (iii) লাইগেজ → ওকাজাকি খণ্ডকে জোড়া লাগায় (iv) প্রাইমেজ → প্রাইমার তৈরি করে (v) SSBP → একক স্ট্র্যান্ড বজায় রাখে (H-bond তৈরি হতে দেয় না),1.0,"টপোআইসোমারেজ (Topoisomerase): 0.5/0.5 The student correctly states that Topoisomerase frees DNA from supercoiling, which matches the model solution. | উঘঅ হেলিকেজ (DNA Helicase): 0.5/0.5 The student correctly states that DNA Helicase unwinds DNA strands and breaks H-bonds, which is an accurate description of its function in replication. | লাইগেজ (Ligase): 0.5/0.5 The student correctly states that Ligase joins Okazaki fragments, which is its primary role in DNA replication. | প্রাইমেজ (Primase): 0.5/0.5 The student correctly states that Primase synthesizes primers, which is its direct function. | ঝঝইচ (SSBP): 0.5/0.5 The student correctly states that SSBP maintains single strands and prevents H-bond formation (re-annealing), which is the essential function."
124380011140,Biology,5/2,BN_GARBLED,উ্ঃঃধঢ়যৎুহ্ং সবষধহড়ংঃরপঃ্ং ে কান শ্রেণীভুক্ত প্রাণী ? উক্ত ে শ্রণির ৪টি ৈ বশিষ্ট ্য লিখ ।,2.5,2.5,,NO_MARKSCOL,2.5,,,2.5,marks_col,True,True,2.5,২। Amphibia বৈশিষ্ট্য: ① গ্রন্থিময় ত্বক ② জীবনচক্রে স্থলজ ও জলজ উভয় দশা থাকে (উভচর) ③ নখরবিহীন আঙ্গুলযুক্ত ④ একটোথার্মিক প্রাণী,0.95,"Identification of the animal class: 0.5/0.5 Student correctly identified the class as Amphibia. | Characteristic 1: Glandular skin: 0.5/0.5 Student correctly stated 'গ্রন্থিময় ত্বক' (glandular skin), which is a valid characteristic. | Characteristic 2: Both terrestrial and aquatic stages in life cycle: 0.5/0.5 Student correctly stated 'জীবনচক্রে স্থলজ ও জলজ উভয় দশা থাকে (উভচর)' (both terrestrial and aquatic stages in life cycle, amphibious), which is a valid characteristic. | Characteristic 3: Nail-less fingers/toes: 0.5/0.5 Student correctly stated 'নখরবিহীন আঙ্গুলযুক্ত' (nail-less fingers/toes), which is a valid characteristic. | Characteristic 4: Ectothermic animal: 0.5/0.5 Student correctly stated 'একটোথার্মিক প্রাণী' (ectothermic animal), which is a valid characteristic.",2.5,২। Amphibia বৈশিষ্ট্য: ① গ্রন্থিময় ত্বক ② জীবনচক্রে স্থলজ ও জলজ উভয় দশা থাকে (উভচর) ③ নখরবিহীন আঙ্গুলযুক্ত ④ একটোথার্মিক প্রাণী,0.95,"Identification of the animal class: 0.5/0.5 Student correctly identified the class as Amphibia. | Characteristic 1: Glandular skin: 0.5/0.5 Student correctly stated 'গ্রন্থিময় ত্বক' (glandular skin), which is a valid characteristic. | Characteristic 2: Both terrestrial and aquatic stages in life cycle: 0.5/0.5 Student correctly stated 'জীবনচক্রে স্থলজ ও জলজ উভয় দশা থাকে (উভচর)' (both terrestrial and aquatic stages in life cycle, amphibious), which is a valid characteristic. | Characteristic 3: Nail-less fingers/toes: 0.5/0.5 Student correctly stated 'নখরবিহীন আঙ্গুলযুক্ত' (nail-less fingers/toes), which is a valid characteristic. | Characteristic 4: Ectothermic animal: 0.5/0.5 Student correctly stated 'একটোথার্মিক প্রাণী' (ectothermic animal), which is a valid characteristic."
