"run_id","task_id","exam_set","model","provider","model_id","thinking_level","run_index","call_index","input_tokens","output_tokens","thoughts_tokens","cost_usd","latency_ms","attempt_number","http_status","timestamp"
"POEM_003__gemma__run0__call0","POEM_003","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6613","2165","1414","0.001311","508125","3","200","2026-09-17T04:11:39.754273+00:00"
"POEM_005__gemma__run0__call0","POEM_005","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6448","2302","1560","0.001335","1042469","3","200","2026-09-17T04:28:40.790001+00:00"
"POEM_006__gemma__run0__call0","POEM_006","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6503","1786","991","0.001186","1690484","5","200","2026-09-17T04:43:34.893069+00:00"
"POEM_007__gemma__run0__call0","POEM_007","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6507","2327","1565","0.001349","383735","2","200","2026-09-17T04:29:07.687455+00:00"
"POEM_008__gemma__run0__call0","POEM_008","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6535","2669","1930","0.001454","312250","1","200","2026-09-17T04:32:20.157608+00:00"
"POEM_009__gemma__run0__call0","POEM_009","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6509","1976","1216","0.001244","1459078","3","200","2026-09-17T04:55:49.907135+00:00"
"POEM_010__gemma__run0__call0","POEM_010","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6526","2041","1285","0.001265","610594","5","200","2026-09-17T04:44:42.180321+00:00"
"POEM_011__gemma__run0__call0","POEM_011","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6500","1860","1124","0.001208","231312","1","200","2026-09-17T04:43:37.501630+00:00"
"POEM_012__gemma__run0__call0","POEM_012","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6555","2123","1342","0.001292","755046","1","200","2026-09-17T04:55:50.337776+00:00"
"POEM_013__gemma__run0__call0","POEM_013","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6484","1989","1198","0.001245","1009702","5","200","2026-09-17T05:02:43.770296+00:00"
"POEM_014__gemma__run0__call0","POEM_014","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6495","1885","1172","0.001215","221094","1","200","2026-09-17T04:53:32.941925+00:00"
"POEM_015__gemma__run0__call0","POEM_015","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6504","2104","1344","0.001282","224344","2","200","2026-09-17T05:42:30.696423+00:00"
"POEM_016__gemma__run0__call0","POEM_016","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6453","2238","1537","0.001317","440859","2","200","2026-09-17T05:05:04.748445+00:00"
"POEM_017__gemma__run0__call0","POEM_017","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6559","2569","1783","0.001427","430203","3","200","2026-09-17T05:07:56.232770+00:00"
"POEM_018__gemma__run0__call0","POEM_018","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6486","1875","1130","0.001211","261780","3","200","2026-09-17T05:43:08.144806+00:00"
"POEM_019__gemma__run0__call0","POEM_019","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6539","2261","1512","0.001332","529233","1","200","2026-09-17T05:23:39.961155+00:00"
"POEM_020__gemma__run0__call0","POEM_020","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6508","2087","1288","0.001277","410468","1","200","2026-09-17T05:23:16.714292+00:00"
"POEM_021__gemma__run0__call0","POEM_021","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6472","2243","1398","0.00132","384953","2","200","2026-09-17T05:29:19.535426+00:00"
"PREP_002__gemma__run0__call0","PREP_002","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6276","1945","1213","0.001211","313437","1","200","2026-09-17T04:07:25.242203+00:00"
"PREP_003__gemma__run0__call0","PREP_003","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6284","2164","1470","0.001278","175891","1","200","2026-09-17T04:05:07.716849+00:00"
"PREP_004__gemma__run0__call0","PREP_004","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6348","1793","1156","0.001173","189702","1","200","2026-09-17T04:10:34.948855+00:00"
"PREP_005__gemma__run0__call0","PREP_005","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6232","1546","961","0.001087","169592","2","200","2026-09-17T04:13:21.647072+00:00"
"PREP_006__gemma__run0__call0","PREP_006","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6283","2008","1281","0.001231","778483","2","200","2026-09-17T04:26:47.568244+00:00"
"PREP_007__gemma__run0__call0","PREP_007","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6281","1815","1106","0.001173","334421","1","200","2026-09-17T04:28:04.017459+00:00"
"PREP_008__gemma__run0__call0","PREP_008","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6276","1493","894","0.001076","997157","4","200","2026-09-17T04:43:24.728769+00:00"
"PREP_009__gemma__run0__call0","PREP_009","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6295","3276","2581","0.001612","416343","2","200","2026-09-17T04:37:15.474335+00:00"
"PREP_010__gemma__run0__call0","PREP_010","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6268","1729","1079","0.001146","367796","1","200","2026-09-17T04:40:23.193181+00:00"
"PREP_011__gemma__run0__call0","PREP_011","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6280","1415","741","0.001053","166750","1","200","2026-09-17T04:42:16.102359+00:00"
"PREP_012__gemma__run0__call0","PREP_012","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6268","1578","934","0.0011","276828","2","200","2026-09-17T04:47:19.430276+00:00"
"PREP_013__gemma__run0__call0","PREP_013","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6277","2175","1455","0.00128","295233","2","200","2026-09-17T04:49:51.840099+00:00"
"PREP_014__gemma__run0__call0","PREP_014","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6264","1780","1074","0.00116","483844","2","200","2026-09-17T04:56:41.380668+00:00"
"PREP_015__gemma__run0__call0","PREP_015","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6283","2184","1425","0.001283","198250","1","200","2026-09-17T04:58:40.211637+00:00"
"PREP_016__gemma__run0__call0","PREP_016","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6276","1720","1068","0.001144","670407","4","200","2026-09-17T05:08:36.683810+00:00"
"PREP_017__gemma__run0__call0","PREP_017","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6285","1442","802","0.001061","279155","2","200","2026-09-17T05:04:39.518324+00:00"
"PREP_018__gemma__run0__call0","PREP_018","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6269","1914","1289","0.001201","178296","1","200","2026-09-17T05:09:34.042723+00:00"
"PREP_019__gemma__run0__call0","PREP_019","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6280","1513","853","0.001082","143453","1","200","2026-09-17T05:16:26.231464+00:00"
"PREP_020__gemma__run0__call0","PREP_020","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6271","1898","1216","0.001197","1258218","7","200","2026-09-17T05:36:38.389355+00:00"
"PREP_022__gemma__run0__call0","PREP_022","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6274","2077","1393","0.00125","689108","7","200","2026-09-17T05:36:59.653906+00:00"
"REARR_001__gemma__run0__call0","REARR_001","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6435","1699","1020","0.001153","1036905","4","200","2026-09-17T04:19:28.713194+00:00"
"REARR_002__gemma__run0__call0","REARR_002","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6436","1466","828","0.001083","427687","1","200","2026-09-17T04:09:19.503289+00:00"
"REARR_003__gemma__run0__call0","REARR_003","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6435","1297","666","0.001033","604891","1","200","2026-09-17T04:12:16.714956+00:00"
"REARR_005__gemma__run0__call0","REARR_005","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6435","1168","562","0.000994","828187","4","200","2026-09-17T04:24:23.157594+00:00"
"REARR_006__gemma__run0__call0","REARR_006","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6435","1320","721","0.00104","508797","4","200","2026-09-17T04:23:34.239353+00:00"
"REARR_007__gemma__run0__call0","REARR_007","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6435","1698","1039","0.001153","259969","2","200","2026-09-17T04:26:53.243769+00:00"
"REARR_008__gemma__run0__call0","REARR_008","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6435","1672","1068","0.001145","350765","2","200","2026-09-17T04:32:44.015629+00:00"
"REARR_009__gemma__run0__call0","REARR_009","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6561","2462","1720","0.001395","509797","2","200","2026-09-17T04:39:46.185042+00:00"
"REARR_010__gemma__run0__call0","REARR_010","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6435","1659","983","0.001141","682547","2","200","2026-09-17T04:45:54.067401+00:00"
"REARR_011__gemma__run0__call0","REARR_011","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6436","1205","563","0.001005","277641","3","200","2026-09-17T04:44:10.192108+00:00"
"REARR_012__gemma__run0__call0","REARR_012","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6436","1618","1003","0.001129","325671","1","200","2026-09-17T04:48:25.523997+00:00"
"REARR_013__gemma__run0__call0","REARR_013","SE_06_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6498","2280","1615","0.001334","911375","3","200","2026-09-17T05:00:17.949568+00:00"
