id,fid,subject,group,path,marks,questionEN,questionBN,solution,rubric
704307458042,1721470,Bangla,other,other/704307458042.jpg,,,বাক ্য বলতে কী ে বাঝ ? একটি সার্থক বাক ্য গঠনে কী কী ৈ বশিষ্ট ্য থ াকা আবশ্যক ? উদাহরণসহ আলোচনা কর।,"অর্থ বহ কথাকে বাক ্য বলে । অর্থ াৎ কিছু শãসমন্ ্বয়ে মনের ভাব প্রকাশের প্রক্রিয়াকে বাক ্য বলে । যে সুবিন ্যস্ত শãসমষ্টি দ্বারা ে কানো বিষয়ে বক্তার মনোভাব সম্পূর্ণরূপে প্রকাশিত হয়, তাকে বাক ্য বলে । বাক্যের পূর্ণতা সুশ ৃ• খল এবং ভাবগত ও অর্থগত ে মলবন্ধনকে বাক্যের গুণ বলে । একটি সার্থক বাক্যের তিনটি গুণ থ াকা জরুরি । যথা । ১. আকা •ক্ষা ২. আসত্তি ৩. ে যাগ্যতা । ১. আকা •ক্ষা: বাক্যের অর্থ পরি ®‹ ারভাবে ে বাঝার জন্য এক পদে র পরে অন্য পদ ে শানার যে ইচ্ছা , তাকে আকা •ক্ষা বলে ।। ে যমন - সূয দিনে আলো ...। এই বাকে ্য 'দেয়' শãটি বসালে বাক্যের আকা •ক্ষা পূরণ হয়। ২. আসত্তি : বাক্যের অর্থসঙ্গতি রক্ষার জন্য সুশ ৃ• খল শãবিন্যাসই আসত্তি । ে যমন - স্ব াধীন দেশ করেছেন বীর সন্তানরা । এই বাক্যের আসত্তি বজায় থ াকে এভাবে লিখলে - বীর সন্তানরা দেশ স্ব াধীন করেছেন । ৩. ে যাগ্যতা : বাক্যের অন্তর্গত শãসম ূে হর অর্থগত ও ভাবগত মিলকে ে যাগ্যতা বলে । বাহুল ্য বর্জন , গু রুচণ্ডালী দে াষ মুক্ত, রীতিসি দ্ধ অর্থ বাচকতা ইত্যাি দ বজায় রাখলে বাক্যের ে যাগ্যতা রক্ষা হয়। ে যমন - সকল ছাত্রছাত্রীব ৃন্দরা ক্লাসে উপি স্থত রয়েছে । এখানে ' বৃন্দরা ' না বসালে বাক্যের ে যাগ্যতা রক্ষা পায় ।",নম্ব র বণ্টন : বাক ্য কাকে বলে ে লখার জন্য ০১ নম্ব র সার্থক বাক ্য গঠনের ৩ টি গুণ/ৈ বশিষ্ট্যের নাম ে লখার জন্য ০১ নম্ব র । ১ টি ৈ বশিষ্ট ্য সংÁা ও উদাহরণ সহ ে লখার জন্য ০১ নম্ব র । ২ টি ৈ বশিষ্ট ্য সংÁা ও উদাহরণ সহ ে লখার জন্য ০২ নম্ব র । ৩ টি ৈ বশিষ্ট ্য সংÁা ও উদাহরণ সহ ে লখার জন্য ০৩ নম্ব র ।
328993196534,1721470,Bangla,other,other/328993196534.jpg,,,"সারমর্ম লেখ: বহুদিন ধরে বহু ক্রোশ দূরে বহু ব্যয় করি বহু দেশ ঘুরে দেখিতে গিয়াছি পর্বতমালা, দেখিতে গিয়াছি সিন্ধু। দেখা হয় নাই চক্ষু মেলিয়া ঘর হতে শুধু দুই পা ফেলিয়া একটি ধানের শিষের উপরে একটি শিশির বিন্দু।",সারমর্ম: প্রচুর অর্থ ও সময় খরচ করে এবং যথেষ্ট কষ্ট করে মানুষ দূরদূরান্েতর সেৌন্দর্য উপভোগ করতে ছুটে যায়। কিন্তু ঘরের কাছের অনুপম সেৌন্দর্যটুকু লক্ষ না করলে সেৌন্দর্য উপভোগের বিষয়টি কখনোই পূর্ণতা পায় না।,নম্বর বণ্টন: প্রচুর অর্থ ও সময় খরচ করে এবং যথেষ্ট কষ্ট করে মানুষ দূরদূরান্েতর সেৌন্দর্য উপভোগ করতে ছুটে যায় - নির্ধারিত অংশে লেখার ভাব ঠিকমতো বোঝাতে পারলে ১.৫ নম্বর। কিন্তু ঘরের কাছের অনুপম সেৌন্দর্যটুকু লক্ষ না করলে সেৌন্দর্য উপভোগের বিষয়টি কখনোই পূর্ণতা পায় না - নির্ধারিত অংশে লেখার ভাব ঠিকমতো বোঝাতে পারলে ০১ নম্বর। [বিঃ দ্রঃ চার বাক্যের বেশি লিখলে ৫০% নম্বর পাবে । ]
204017073423,1721470,Bangla,other,other/204017073423.jpg,,,"নিচের শãগুলোর বিপরীতার্থক শã লেখ: মূর্ত, প্রাচীন, ক্ষয়িòু, তীব্র, নিগ্রহ",বিপরীত শã: মূর্ত - বিমূর্ত প্রাচীন - অর্বাচীন /নবীন/আধুনিক/ নতুন ক্ষয়িòু - বধর্িòু তীব্র - মৃদু/লঘু নিগ্রহ - অনুগ্রহ,নম্বর বণ্টন: প্রতিটি বিপরীত শãের জন্য (০.৫ \(\times \) ৫) = ২.৫ নম্বর। [বিঃ দ্রঃ বিপরীত শãের বানান ভুল হলে বরাদ্দক…ত নম্বর কাটা যাবে]
419745239827,1721470,English,other,other/419745239827.jpg,,"Read the following extract and answer the questions that follow: My name is Ozymandias, king of kings; ‎ Look on my Works, ye Mighty, and despair! ‎ Nothing beside remains. Round the decay ‎ Of that colossal Wreck, boundless and bare ‎ The lone and level sands stretch far away. (a) How does the poem reflect the difference between Ozymandias's claim and reality? (b) What impression do the ‘lone and level sands’ create at the end of the poem?",,"(a) Ozymandias proudly calls himself ‘king of kings’ and tells others to admire his greatness. However, in reality, nothing of his kingdom remains except a ruined statue in a vast desert. This shows the contrast between his ambition and the emptiness left behind, emphasizing how time destroys all human achievements. (b) The ‘lone and level sands’ create an image of silence , emptiness, and timelessness. They suggest that nature and time have erased all traces of Ozymandias's power, reinforcing the idea that human glory is temporary. Marks Distribution: For writing ; Ozymandias proudly calls himself ‘king of kings’ and tells others to admire his greatness. However, in reality, nothing of his kingdom remains except a ruined statue in a vast desert. This shows the contrast between his ambition and the emptiness left behind, emphasizing how time destroys all human achievements ; 1.5 marks. For writing ; The ‘lone and level sands’ create an image of silence , emptiness, and timelessness. They suggest that nature and time have erased all traces of Ozymandias's power, reinforcing the idea that human glory is temporary ; 01 mark. [ N.B: 0.5 mark will be deducted for two grammar or spelling mistakes, 01 mark for three or more grammar or spelling mistakes.]",
615656408111,1721470,English,other,other/615656408111.jpg,,"Write a paragraph on ‘Online Learning and Its Impact on Traditional Classrooms,’ using a clear topic sentence, supporting details, and a concluding sentence.",,"Online Learning and Its Impact on Traditional Classrooms Online learning has revolutionized education by making knowledge more accessible, flexible, and self-paced. Students can now learn from global experts, attend virtual classes, and use digital tools to reinforce understanding. Especially during the COVID-19 pandemic, online platforms became essential for continuing education. However, the shift also exposed challenges such as unequal internet access, reduced student engagement, and lack of face-to-face interaction. Traditional classrooms offer a structured environment with real-time feedback and social bonding, which online systems sometimes lack. A balanced approach that blends digital tools with physical classrooms, known as hybrid learning, can offer the best of both worlds. Teachers must be trained to use technology effectively, and students need digital literacy to benefit fully. While online learning is not a perfect replacement, it is a powerful supplement to classroom teaching. If used wisely, it can enhance education and prepare students for a tech-driven future. Marks Distribution: For writing the Title “Online Learning and Its Impact on Traditional Classrooms ” ; 0.5 mark. For writing ; Introductory sentence; 01 mark. For writing ; Students can now learn from global experts, attend virtual classes, and use digital tools to reinforce understanding ; 01 mark. For writing ; Traditional classrooms offer a structured environment with real-time feedback and social bonding, which online systems sometimes lack ; 01 mark. For writing ; Teachers must be trained to use technology effectively, and students need digital literacy to benefit fully ; 01 mark. For writing conclusion; 0.5 mark . [ Instructions: * Students must write it within one single para. If it becomes more than one para , 50% marks have to be deducted from the obtained marks. * 0.5 mark will be deducted for one or two grammar or spelling mistakes, 01 mark for three or more grammar or spelling mistakes.]",
268771546942,1721470,English,other,other/268771546942.jpg,,"Make meaningful sentences with the following words: Ambivalent, Exacerbate, Tenacity, Clandestine, Discern",,"Ambivalent – She felt ambivalent about moving abroad, torn between excitement and fear. Exacerbate – Cutting down more trees will only exacerbate the effects of climate change. Tenacity – His tenacity in the face of repeated failures eventually led to success. Clandestine – The journalist uncovered a clandestine operation involving illegal data trade. Discern – It was difficult to discern the truth amid so many conflicting reports. Marks Distribution: For making meaningful sentences with the given words, (0.5×5) =2.5 marks.",
457450007635,1721470,ICT,other,other/457450007635.jpg,1/5,\(1+4+7+\) .............................. \(+40\) ;,\(1+4+7+\) \(+40\) ধারাটির জোড় ও বিজোড় সংখ্যাগুলোর পৃথক পৃথক যোগফল নির্ণয়ের জন্য প্রবাহচিত্র অঙ্কন কর।,"ধারাটির ে জাড় ও বি ে জাড় সংখ ্য া গু ে লার প ৃ থক প ৃ থক ে যাগফল নিণ ে য়র জন ্য প ্র বাহচি ত্র : নম্বর বন্টন: সঠিকভাবে ঝঃধৎঃ, এবং ঊহফ দেখানো জন্য ০১ নম্বর । \(i≤40\) পড়হফরঃরড়হ সহ ষড়ড়ঢ় লেখার জন্য ০১ নম্বর। \(i\ \%\ 2==0\) (অর্থাৎ& জোড়-বিজোড় সংখ্যা আলাদা করার পড়হফরঃরড়হ ) লেখার জন্য ০১ নম্বর। \({S}_{e}+=i\) (জোড় পদের যোগ) \({S}_{o}+=i\) (বিজোড় পদের যোগ) ; লেখার জন্য ০১ নম্বর । \(i\ +\ =\ 3\) লেখার জন্য ০১ নম্বর। [ বি.দ্রঃ নিমে্নাক্ত প্রতিটি ভুলের জন্য ০.৫ নম্বর কর্তন করা হবেঃ ভুল ঝুসনড়ষ ব্যবহার করলে অৎৎড়ি না থাকলে বা দিক ভুল হলে এবং উবপরংরড়হ চিহ্নে ণবং/ঘড় বা ঞৎ্ব/ঋধষংব না দেখালে]",
637151931826,1721470,English,other,other/637151931826.jpg,5/5,"Write a well-organised paragraph on ‘River Systems of Bangladesh and Their Economic Importance’ in the space provided, considering the elements of a paragraph, such as topic sentence, supporting detail sentences and conclusion.",,"River Systems of Bangladesh and Their Economic Importance Bangladesh is home to one of the most intricate and vast river systems in the world, formed by the confluence of major rivers such as the Padma, Brahmaputra, Jamuna, Meghna, Karnaphuli etc. These rivers play a crucial role in the country's economy, providing water for agriculture, transportation, and supporting fisheries. The fertile floodplains created by these rivers are ideal for rice cultivation, which is the backbone of Bangladesh’s agriculture, ensuring food security and employment for millions. Furthermore, the river systems facilitate inland transportation, with many areas relying on boats for the movement of goods and people, especially in rural regions. The rivers also contribute to the fishing industry, which is vital to the nation's food supply and exports. However, the river systems face challenges, including flooding, erosion, and pollution, which threaten agriculture and livelihoods. Managing these rivers effectively is essential for the continued economic stability and development of Bangladesh. Mark distribution: For writing Title “ River Systems of Bangladesh and Their Economic Importance ”; 0.5 mark. For writing topic sentence such as Bangladesh's river systems are crucial to its economy, driving agriculture, transportation, and fisheries ; 0.5 mark. For writing the economic benefits such as support agriculture by providing irrigation and fertile land, facilitate and sustain the fishing industry, contributing to food supply and exports etc. ; 3.5 marks . For writing conclusion such as effective river management is crucial to overcoming challenges and ensuring Bangladesh’s economic stability ; 0.5 mark. [ Instructions: * Students must write it within one single para. If it becomes more than one para , 50% marks have to be deducted from the obtained marks. * 0.5 mark will be deducted for one or two grammar or spelling mistakes, 01 mark for three or more grammar or spelling mistakes. ]",
521599907930,1721470,Biology,other,other/521599907930.jpg,5/2,,টিসু্য কালচার ও রিকম্বিনেন্ট উঘঅ প্রযুক্তির মধ্যে ৫টি পার্থক্য লিখ।,"টিসু্য কালচার ও রিকম্বিনেন্ট উঘঅ প্রযুক্তির মধ্যে পার্থক্য: টিসু্য কালচার: (র) জীবদেহের বিচ্িছন্ন করা কোনো বিভাজনক্ষম টিসু্য ক…ত্রিম পুষ্টি মাধ্যমে কালচার (আবাদ) করে চারা উ™্ভিদ সৃষ্টি বা টিসু্য বৃদ্ধির (প্রাণীর ক্ষেত্রে) প্রক্রিয়াই হলো টিসু্য কালচার। (রর) এ পদ্ধতিতে অল্প সময়ের মধ্যে অধিক সংখ্যক উ™্ভিদের চারা উৎপাদন করা সম্ভব। (ররর) ভাইরাস ও রোগমুক্ত উ™্ভিদ সৃষ্টির জন্য ব্যবহার হয়। (রা) অপেক্ষাক…ত কম জটিল প্রক্রিয়া। (া) এক্ষেত্রে প্লাসমিডের প্রয়োজন হয় না, কারণ জিন স্থানান্তরণ বিনিময়ের কোনো সুযোগ নেই। (ার) এক্ষেত্রে জিন ম্যানিপুলেশন করে জীবের জিনোটাইপ পরিবর্তন করা হয় না। (ারর) উৎপন্ন উ™্ভিদ মাত…উ™্ভিদের সমগুণসম্পন্ন হয়। রিকম্বিনেন্ট উঘঅ প্রযুক্তি: (র) কোনো জীবের উঘঅ- তে ভিন্ন উৎস থেকে সংগৃহীত এক বা একাধিক কা•িক্ষত জিন বা উঘঅ খণ্ড সংযুক্ত করে সংকর (হাইব্রিড) উঘঅ তৈরির কেৌশলই হলো রিকম্বিনেন্ট উঘঅ প্রযুক্তি। (রর) এ পদ্ধতিতে অল্প সময়ের মধ্যে আকা•িক্ষত বৈশিষ্ট্যসম্পন্ন উ™্ভিদ উৎপাদন করা সম্ভব নয়। (ররর) কা•িক্ষত বৈশিষ্ট্যসম্পন্ন উ™্ভিদ সৃষ্টিতে ব্যবহৃত হয়। (রা) অপেক্ষাক…ত বেশি জটিল প্রক্রিয়া। (া) এক্ষেত্রে প্লাসমিডের প্রয়োজন হয়, কারণ জিন স্থানান্তর বা বিনিময়ের সুযোগ রয়েছে। (ার) এক্ষেত্রে জিন ম্যানিপুলেশন করে জীবের জিনোটাইপ পরিবর্তন করা হয়। (ারর) উৎপন্ন জীব প্যারেন্ট জীব থেকে ভিন্নগুণসম্পন্ন। নম্বর বন্টন: টিসু্য কালচার ও রিকম্বিনেন্ট উঘঅ প্রযুক্তির মধ্যে ৫টি পার্থক্য লেখার জন্য (০.৫ \(\times \) ৫) = ২.৫ নম্বর।",
994661494801,1721470,Biology,other,other/994661494801.jpg,5/2,,সবাত শ্বসনের বিভিন্ন ধাপগুলো সংঘটিত হবার স্থানগুলোর নাম লেখ। কোন ধাপটিকে শ্বসনের সাধারণ গতিপথ বলা হয়?,সবাত শ্বসন ৪টি ধাপে সংঘটিত হয়। সবাত শ্বসনের বিভিন্ন ধাপগুলো সংঘটিত হবার স্থানগুলোর নাম: (র) গ্লাইকোলাইসিস → কোষের সাইটোপ্লাজম। (রর) পাইরুভিক অ্যাসিডের অক্সিডেশন → মাইটোকন্ড্রিয়নের ম্যাট্রিক্স। (ররর) সাইট্রিক অ্যাসিড চক্র বা ক্রেব&&স চক্র → মাইটোকন্ড্রিয়নের ম্যাট্রিক্স। (রা) ইলেকট্রন স্থানান্তর ও অক্সিডেটিভ ফসফোরাইলেশন → মাইটোকন্ড্রিয়্যাল মেমব্রেন। গ্লাইকোলাইসিসকে শ্বসনের সাধারণ গতিপথ বলা হয়।,নম্বর বণ্টন: ৪টি স্থানের নাম লিখলে (০.৫ \(\times \) ৪) = ০২ নম্বর। গ্লাইকোলাইসিস লিখলে ০.৫ নম্বর।
505966053266,1721470,Biology,other,other/505966053266.jpg,5/2,,কডর্েট প্রাণী ও নন-কডর্েট প্রাণীর মধ্যে ৫টি পার্থক্য লিখ।,"কডর্েট প্রাণী ও ননকডর্েট প্রাণীর মধ্যে পার্থক্য নিম্নরূপ : পার্থক্যের বিষয় → কডর্েট প্রাণী: (র) নটোকর্ড → জীবনের কোনো না কোনো দশায় থাকে। (রর) স্নায়ুর¾ু → পৃষ্ঠীয় ও ফা্পা। (ররর) গলবিলীয় ফুলকারন্ধ্র → জীবনের যেকোন দশায় থাকে। (রা) পায়ু-উত্তর লেজ → জীবনের কোনো না কোনো দশায় থাকে। (া) হৃৎপিণ্ড → পেৌষ্টিকনালির নিচে অবস্থান করে। (ার) কঙ্কাল → অন্তঃকঙ্কাল ও বহিঃকঙ্কাল বিদ্যমান। (ারর) চক্ষু → মস্িত®‹ থেকে সৃষ্টি হয়। (াররর) হিমোগ্লোবিন → লোহিত কণিকার ভিতরে অবস্িথত। পার্থক্যের বিষয় → ননকডর্েট প্রাণী: (র) নটোকর্ড → কখনো থাকে না। (রর) স্নায়ুর¾ু → সাধারণত থাকে না, থাকলেও তা অঙ্কীয় ও নিরেট। (ররর) গলবিলীয় ফুলকারন্ধ্র → কখনোই থাকে না। (রা) পায়ু-উত্তর লেজ → থাকে না। (া) হৃৎপিণ্ড → যদি থাকে, তা পেৌষ্টিকনালির উপরে বা পাশে অবস্থান করে। (ার) কঙ্কাল → থাকলেও সেটি বহিঃকঙ্কাল। (ারর) চক্ষু → তaক থেকে সৃষ্টি লাভ করে। (াররর) হিমোগ্লোবিন → নাও থাকতে পারে, থাকলে রক্তরসে।",নম্বর বণ্টন: কডর্েট প্রাণী ও নন-কডর্েট প্রাণীর মধ্যে ৫টি পার্থক্য লেখার জন্য; (০.৫ \(\times \) ৫) = ২.৫ নম্বর।
180283350813,1721470,Biology,other,other/180283350813.jpg,2/2,,সেক্স লিংকড ইনহেরিট্যাÝ কী? যেকোনো ৪টি সেক্স লিংকড ডিজিসের নাম ও লক্ষণ উল্লেখ কর।,"সেক্স ক্রোমোজোমের মাধ্যমে সেক্স লিংকড বৈশিষ্ট্যের বংশ পরম্পরায় সআারিত হওয়াকে সেক্স লিংকড ইনহেরিট্যাÝ বলে। মানুষে এ পর্যন্ত প্রায় ৬০টি (মতভেদে ৫০ টির অধিক) সেক্স লিংকড জিন পাওয়া যায়। সেক্স লিংকড ডিজিসের নাম \(\rightarrow \) লক্ষণ র. লাল- সবুজ বর্ণান্ধতা \(\rightarrow \) লাল ও সবুজ বণর্ের পার্থক্য বুঝতে না পারা। রর. হিমোফিলিয়া \(\rightarrow \) রক্ততআন বিলম্বিত হয়, ফলে ক্ষতস্থান থেকে অবিরাম রক্তক্ষরিত হয়ে মৃতু্য পর্যন্ত ঘটে। ররর. মাসকু্যলার ডিস্ট্রফি/ ডুশিনি মাসকুলার ডিস্ট্রফি \(\rightarrow \) পেশি জটিলতা, দশ বছর বয়সেই চলন শক্তি লোপ পাওয়া। রা. রাতকানা \(\rightarrow \) রাতে কোনো জিনিস স্পষ্ট দেখতে না পাওয়া। া. ডায়াবেটিস ইনসিপিডাস \(\rightarrow \) অস্বাভাবিক মূত্র ত্যাগ, শারীরিক অক্ষমতা। ার. ফ্রাজাইল ঢ সিনড্রম \(\rightarrow \) অটিজম ও মানসিক ভারসাম্যহীনতা দেখা দেয়। ারর. হাইপারট্রাইকোসিস \(\rightarrow \) সমগ্র দেহে ঘন লোমের উপস্িথতি। াররর. টেস্টিকুলার ফেমিনাইজেশন \(\rightarrow \) পুরুষ ধীরে ধীরে স্¿ীতে পরিণত হয়। রী. এ±োডার্মাল ডিসপ্লেসিয়া \(\rightarrow \) দ্াত, লোম ও ঘর্ম গ্রন্িথও অনুপস্িথতি। ী. মায়োপিয়া \(\rightarrow \) দূরের জিনিস ভালো করে দেখতে না পাওয়া। ীর. অপটিক এ্যাট্রোফি \(\rightarrow \) অপটিক নাভর্ের ক্ষয়িòুতা। ীরর. জুভেনাইল গ্লুকোমা \(\rightarrow \) চক্ষু গোলকের কাঠিন্য ও ছানিপড়া। ীররর. ইকথাইয়োসিস \(\rightarrow \) অমসৃণ আ্ইশময় তaক। ীরা. হোয়াইট ফোরলক \(\rightarrow \) মাথার চুলের আংশিক সাদা হওয়া। ীা. স্প্যাজটিক প্যারাপেলাজিয়া \(\rightarrow \) নিম্নাঙ্গ পেশির আংশিক অবশতা ও অনিয়ত কাঠিন্য।",নম্বর বণ্টন: সেক্স লিংকড ইনহেরিট্যাÝ এর সংÁা লিখলে ০.৫ নম্বর। ৪টি সেক্স লিংকড ডিজিসের নাম ও লক্ষণ লিখলে (০.৫ \(\times \) ৪) = ০২ নম্বর।
708479059222,1721470,Bangla,other,other/708479059222.jpg,,,"Òউপসগর্ের অর্থবাচকতা নেই, কিন্তু অর্থদ্যোতকতা আছে।""- উদাহরণসহ উক্তিটি বিশ্লেষণ কর।","বাংলা ভাষায় এমন কতকগুলো অর্থহীন শãাংশ বা শã খণ্ড রয়েছে যেগুলো স্বাধীন শã হিসেবে বাক্যে ব্যবহৃত হতে পারে না। এগুলো অন্য শãের আগে বসে এর প্রভাবে নতুন অর্থবোধক শã তৈরি করে এবং শãের অথর্ের পূর্ণতা সাধিত হয় কিংবা শãের অথর্ের সম্প্রসারণ অথবা সংকোচন ঘটে। ভাষায় ব্যবহৃত এসব অর্থহীন শãাংশ বা শã খণ্ডের নাম উপসর্গ। উপরিউক্ত সংÁাথর্ে প্রমাণ করে যে, নাম শã বা ক…দন্ত শãের সঙ্গে যুক্ত না হয়ে স্বাধীনভাবে থাকলে উপসগর্ের কোনো অর্থ নেই। যেমন: উপ, প্রতি, বি ইত্যাদি উপসর্গগুলোর কোনো অর্থবাচকতা নেই অর্থাৎ নিজস্ব কোনো অর্থ নেই। কিন্তু অর্থদ্যোতনা আছে অর্থাৎ অন্য শãের আগে বসে অর্থদ্যোতক হয়ে ওঠে। যেমন: উপ + হার= উপহার (পারিতোষিক/উপঢেৌকন), প্রতি + বেশী = প্রতিবেশী (নিকট আত্মীয়); বি + হার = বিহার (জ্ঞমণ)। উপসর্গ যুক্ত হলে সাধারণত শãের প্াচ ধরনের পরিবর্তন ঘটে। যেমন: ১. নতুন অর্থবোধক শãের সৃষ্টি হয়। যেমন কাজ থেকে অকাজ (অর্থহীন)। ২. শãের অর্থ পরিপূর্ণ হয়ে ওঠে। যেমন: কাল থেকে বিকাল (অপরাহè)। ৩. শãের অর্থ সম্প্রসারিত হয়। যেমন: দান থেকে প্রতিদান (অনুরূপ) ৪. শãের অথর্ের সীমানা সংকুচিত হয়। যেমন: হার থেকে প্রহার (মারা) ৫. শãের অথর্ের পরিবর্তন ঘটে। যেমন: দ্বীপ থেকে উপদ্বীপ (ক্ষুদ্র ভূখণ্ড) উপসগর্ের উপযুক্ত সংÁার্থ, প্রক…তি ও ভূমিকা বিশ্লেষণ করলে তাদের যে বৈশিষ্ট্য পাওয়া যায় তা হচ্েছ- উপসর্গগুলো প্রত্যেকটি এক একটি শãাংশ বা শãখণ্ড। এদের নিজেদের কোনো অর্থ নেই, বা পৃথকভাবে ব্যবহৃত হয় না। কেবল ধাতু বা শãের পূবর্ে যুক্ত হলেই এরা শã গঠন করে এবং অথর্ের বৈচিত্র ‍ ্য সাধন ক ে র। উপয ু ক্ত উদাহরণসমূ ে হ যু ক্ত প ্র , পরি, উপ, অনু ইত ্য াদি উপসগ গুে লার আলাদাভা ে ব ে কা ে না অথ ে নই; অথচ এ গুে লা ধাতু বা শ ãে র পূ ে ব যু ক্ত হ ে য় অ ে থ র নানা ধর ে নর পরিবত ন সাধন করার পাশাপাশি নতুন শ ã গঠন ক ে র ে ছ। সুতরাং একথা নিি দ্র্ব ধায় বলা যায় ে য, ""উপস ে গ র অথ বাচকতা ে নই, কি ন্তু অথ ে দ ্য াতকতা আছে"" উক্তিটি যথার্থ।","নম্বর বণ্টনঃ উপসগর্ের সংÁা লেখার জন্য ০১ নম্বর। উপসগর্ের অর্থবাচকতা নেই- বুঝানোর জন্য ০১ নম্বর। দুটি উপসর্গ উদাহরণসহ লেখার জন্য (০.৫ \(\times \) ২)= ০১ নম্বর। ( যেমন : প্রতি, বি, প ্র , পরি, উপ ইত্যাদি) উপসগর্ের অর্থদ্যোতনা আছে - বুঝানোর জন্য ০১ নম্বর। অর্থপূর্ণ উপসর্গযুক্ত দুটি শã উদাহরণের জন্য (০.৫ \(\times \) ২) = ০১নম্বর। ( যেমন : উপদ্বীপ, প্রহার, প্রতিদান, উপহার ইত্যাদি)"
143699716928,1721470,Bangla,other,other/143699716928.jpg,,,"ভাব-সম্প্রসারণ কর: পথ পথিকের সৃষ্টি করে না, পথিকই পথের সৃষ্টি করে।","ভাব-সম্প্রসারণ: পথ ও পথিক পরস্পর সম্পকর্িত। পথিকের পদভারে রচিত হয় নতুন পথ। জীবন সন্ধানী পথিক তার প্রয়োজনেই নতুন পথ ও পন্থা সৃষ্টি করে। পথ পথিকের স্রষ্টা নয়। মানবজীবন চআল, গতিময়। চলমানতা এর বৈশিষ্ট্য। নিজেকে চেনা ও অজানাকে জানার জন্য মানুষ নিরন্তর নানা-দিকে, নানা জায়গায় পরিজ্ঞমণ করে বেড়ায়। জীবনের উদ্দেশ্য সাধনের জন্য গতানুগতিক পথ পরিহার করে নতুন পথ ও পন্থা তার নিজেকেই তৈরি করে নিতে হয়। নিজের চেষ্টা ও সাধনায় নতুন পথ সৃষ্টি করে পথিক তার অভীষ্ট লক্ষ্যে পে্ৌছাতে তৎপর হয়ে ওঠে। জীবন পথের দুরন্ত পথিক জানে, পুরানো পথ অনুসরণ করে নতুন সম্ভাবনার দ্বার উন্মুক্ত করা যায় না। তাই তাকে নতুন পথের সন্ধান করতে হয়। সকল বাধা-বিঘ্ন অতিক্রম করে পথিক তার সৃষ্ট নতুন পথে এগিয়ে যায়। আর এভাবেই এগিয়ে চলার নেশায় অবিরাম চলতে গিয়ে পৃথিবীতে অসংখ্য পথ তৈরি হয়েছে; নিমর্িত হয়েছে মানবসভ্যতা। আমরা বর্তমানে যে পৃথিবীতে জীবনের পথ অতিক্রম করছি, সে পৃথিবী একসময় ছিল দুর্গম, দুরধিগম্য। তখন সভ্য জীবনযাপনের কোনো পথ ও পন্থা ছিল না বললেই চলে। মানুষ তার জীবন রক্ষা ও জীবন বিকাশের জন্য প্রয়োজন মতো পথ ও পন্থা তৈরি করতে বাধ্য হয়েছে। ফলে আজকের পৃথিবী হয়েছে মানুষের পদানত। জগতের ক…তি মানুষেরা তাদের জীবনের গতিময় পথ নিজেরাই তৈরি করেছেন এবং মানুষকে নতুন পথ সৃষ্টিতে অনুপ্রাণিত করেছেন। যুগে যুগে অসংখ্য উদ্যমী মানুষ অসংখ্য পথ সৃষ্টি করে মানুষের জীবনকে করেছেন সহজতর। সকল পথ ও পন্থা মানুষেরই তৈরি। কোনো পথ আপনা থেকে সৃষ্ট হয়ে মানুষকে তার পথিক হতে বলেনি। পথের নির্মাতা ও স্রষ্টা মানুষ নিজেই। নিজের সৃষ্ট পথেই মানুষ পথিকরূপে পৃথিবীর সকল প্রান্েত বিচরণ করে। পথ কখনো পথিক সৃষ্টি করেনি। বরং পথিকই নিত্য-নতুন পথের স্রষ্টা।","নম্বর বণ্টন: মানবজীবন চআল, গতিময়। চলমানতা এর বৈশিষ্ট্য - নির্ধারিত অংশে লেখার ভাব ঠিকমতো বোঝাতে পারলে ০.৫ নম্বর। জীবনের উদ্দেশ্য সাধনের জন্য গতানুগতিক পথ পরিহার করে নতুন পথ ও পন্থা তার নিজেকেই তৈরি করে নিতে হয় - নির্ধারিত অংশে লেখার ভাব ঠিকমতো বোঝাতে পারলে ০.৫ নম্বর। সকল বাধা-বিঘ্ন অতিক্রম করে পথিক তার সৃষ্ট নতুন পথে এগিয়ে যায়। আর এভাবেই এগিয়ে চলার নেশায় অবিরাম চলতে গিয়ে পৃথিবীতে অসংখ্য পথ তৈরি হয়েছে; নিমর্িত হয়েছে মানবসভ্যতা - নির্ধারিত অংশে লেখার ভাব ঠিকমতো বোঝাতে পারলে ০.৫ নম্বর। মানুষ তার জীবন রক্ষা ও জীবন বিকাশের জন্য প্রয়োজন মতো পথ ও পন্থা তৈরি করতে বাধ্য হয়েছে - নির্ধারিত অংশে লেখার ভাব ঠিকমতো বোঝাতে পারলে ০.৫ নম্বর। যুগে যুগে অসংখ্য উদ্যমী মানুষ অসংখ্য পথ সৃষ্টি করে মানুষের জীবনকে করেছেন সহজতর - নির্ধারিত অংশে লেখার ভাব ঠিকমতো বোঝাতে পারলে ০.৫ নম্বর। [বিঃ দ্রঃ দুইটি বানান ভুল করলে ০.৫ নম্বর, তিন বা ততোধিক বানান ভুল করলে ০১ নম্বর কাটা যাবে, তবে নির্ধারিত অংশে লেখার ভাব ঠিকমতো বোঝাতে না পারলে বরাদ্দক…ত নম্বর কাটা যাবে।]"
