"task_id","exam_set","script_id","question_no","question_type","max_mark","model","provider","n_runs","mean_total_score","total_score_min","total_score_max","total_score_range","total_score_std","mean_context_content_data","mean_structure_format_brevity","mean_language_mechanics","mean_originality_comparisons_paraphrase","mean_raw_total","performance_band_of_mean","cap_applied_rate","cap_reason_modal","is_attempted","synthesised","evidence_not_found_rate","model_version","thinking_level","rubric_hash","prompt_hash"
"DIALOG_022","SE_07_Q1","SE_07_Q1_0021","13","Dialogue","10","gemma","ai_studio","1","6.0","6.0","6.0","0.0","0.0","2.0","3.0","1.0","0.0","6.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","ca14584f08918a5510d24c7f72579fb28872e892a3c083d825ade53abf9f0a67"
"DIALOG_023","SE_07_Q1","SE_07_Q1_0022","13","Dialogue","10","gemma","ai_studio","1","8.0","8.0","8.0","0.0","0.0","3.0","3.0","1.0","1.0","8.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","8c498f2507f0dffceae26fd6c993a72dde8341b850f5976a286c0173844f51e2"
"DIALOG_024","SE_07_Q1","SE_07_Q1_0023","13","Dialogue","10","gemma","ai_studio","1","9.0","9.0","9.0","0.0","0.0","3.0","3.0","1.0","2.0","9.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","8dc4ae5a270a593ce278e2bcc93eb210a3a81d30062797e82f911915416602ee"
"DIALOG_025","SE_07_Q1","SE_07_Q1_0024","13","Dialogue","10","gemma","ai_studio","1","8.0","8.0","8.0","0.0","0.0","3.0","3.0","1.0","1.0","8.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","6816b53a51ee8272aa60842b10cba2ea72e09aff6797f64287f6137b5e32a0fb"
"DIALOG_026","SE_07_Q1","SE_07_Q1_0025","13","Dialogue","10","gemma","ai_studio","1","6.0","6.0","6.0","0.0","0.0","2.0","3.0","0.5","0.5","6.0","Band 3","0.0","None","True","False","0.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","6b2dc44eaf58def90f252e0cdae2eea996875c176bda18ac1df114babb3a6227"
"DIALOG_027","SE_07_Q1","SE_07_Q1_0026","13","Dialogue","10","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","1.0","3.0","0.5","0.5","5.0","Band 2","0.0","None","True","False","0.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","a74d7a8424fdaef5b835f88aad34170e3faafb89878173ed6cf6f1cd4e2f37c8"
"DIALOG_028","SE_07_Q1","SE_07_Q1_0027","13","Dialogue","10","gemma","ai_studio","1","8.0","8.0","8.0","0.0","0.0","3.0","3.0","1.0","1.0","8.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","e440a8adb5f96a11ed0f2eb9d1eef4dd8faa0dfed4f97d33d5948e6cf4a2ac57"
"DIALOG_029","SE_07_Q1","SE_07_Q1_0028","13","Dialogue","10","gemma","ai_studio","1","9.0","9.0","9.0","0.0","0.0","3.0","3.0","1.0","2.0","9.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","2a3737f2e7a813cf84278aacaafbbc32f63371e320df87603d3f8c0eebc051d9"
"DIALOG_030","SE_07_Q1","SE_07_Q1_0029","13","Dialogue","10","gemma","ai_studio","1","8.0","8.0","8.0","0.0","0.0","3.0","3.0","1.0","1.0","8.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","13fedfc276f47d3c584231ac133f099e0f865d6ff805864468b20617f9f2878b"
"DIALOG_031","SE_07_Q1","SE_07_Q1_0030","13","Dialogue","10","gemma","ai_studio","1","9.0","9.0","9.0","0.0","0.0","3.0","3.0","1.0","2.0","9.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","4f23f32c315c5b4df8ef1d6a8111dab693ade3bd9c31ed0ce5918f133b62575e"
"DIALOG_032","SE_07_Q1","SE_07_Q1_0031","13","Dialogue","10","gemma","ai_studio","1","7.0","7.0","7.0","0.0","0.0","2.0","3.0","1.0","1.0","7.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","f4dcfde71db81f3d32099292e45635631371b31708c9b7f18028a48a95e66b29"
"DIALOG_033","SE_07_Q1","SE_07_Q1_0032","13","Dialogue","10","gemma","ai_studio","1","9.0","9.0","9.0","0.0","0.0","3.0","3.0","1.0","2.0","9.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","98733bc3a85c162e6540f7adfabf2139743930081bd9968d8c4cc2e7785fbc5f"
"DIALOG_034","SE_07_Q1","SE_07_Q1_0033","13","Dialogue","10","gemma","ai_studio","1","9.0","9.0","9.0","0.0","0.0","3.0","3.0","1.0","2.0","9.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","9518d5fb2b1633367cfacbf458148e7f6b64c183a6e9c7364f59410e79d45b0e"
"DIALOG_035","SE_07_Q1","SE_07_Q1_0034","13","Dialogue","10","gemma","ai_studio","1","9.0","9.0","9.0","0.0","0.0","3.0","3.0","1.0","2.0","9.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","ed765b217ca53cb3730d927ace3d76b2cdd240dab6774971e3fabdf1a4094084"
"GAP_001","SE_07_Q1","SE_07_Q1_0000","3","Gap_Fill","5","gemma","ai_studio","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","82fe6df8ceede3e945dd8a99c282df1cc3397413e4d164b27312f49e29a3b20a"
"GAP_002","SE_07_Q1","SE_07_Q1_0001","3","Gap_Fill","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","2d2195d0dfcd7af27d0211939406ca64162ac9fbc1e65793265371609042b02f"
"GAP_003","SE_07_Q1","SE_07_Q1_0002","3","Gap_Fill","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","a33d36809180839e9cd174dbf468dc646e4ce23ebd96314c28dc2f6dffd56bad"
"GAP_004","SE_07_Q1","SE_07_Q1_0003","3","Gap_Fill","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","9627a6472824841b194794b8c093cabf413132aa3fe3cb627337ac056ea003ce"
"GAP_005","SE_07_Q1","SE_07_Q1_0004","3","Gap_Fill","5","gemma","","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","False","True","0.0","","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","aeb8b9a7089e6f231aaa917ac22881f5169b88abffcc0a372beda17f535722d1"
"GAP_006","SE_07_Q1","SE_07_Q1_0005","3","Gap_Fill","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","718e0a4c5710be906833b05e93b097b00d98539fc3dc7064da27941fba81256c"
"GAP_007","SE_07_Q1","SE_07_Q1_0006","3","Gap_Fill","5","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","77d11fbdcfd9ff94e7cf5289107d51303488625f8721a3bea8ab5817440e400f"
"GAP_008","SE_07_Q1","SE_07_Q1_0007","3","Gap_Fill","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","3c7e36ab53c8dabcb91dd484e2106187f195d466efc3c5a78a83dd3bff8a7850"
"GAP_009","SE_07_Q1","SE_07_Q1_0008","3","Gap_Fill","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","b6a501034b89d09cdbb70d7aaaf8ce7307c4305e2f247a2bdb6983e8f3904b9a"
"GAP_010","SE_07_Q1","SE_07_Q1_0009","3","Gap_Fill","5","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","e452da3c0c0fda27383b64640eda0de6703be45998268afc364caa91add98a9a"
"GAP_011","SE_07_Q1","SE_07_Q1_0010","3","Gap_Fill","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","2.0","Band 2","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","d7dded135206290964d5802b235a57096bce89094bfd2af989caa3047a0bcb13"
"GAP_012","SE_07_Q1","SE_07_Q1_0011","3","Gap_Fill","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","2.0","Band 2","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","aec67dd7b7d2741e794d0df73e2187c364067feca2fdaac13c454d0b25436ee5"
"GAP_013","SE_07_Q1","SE_07_Q1_0012","3","Gap_Fill","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","0.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","fce45e588f9ec96cd85c49ace96f1833c624e628bc0a9f970fa784cede49e538"
"GAP_014","SE_07_Q1","SE_07_Q1_0013","3","Gap_Fill","5","gemma","ai_studio","1","1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","Band 1","0.0","None","True","False","0.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","c63cc17ab23ee262d9c4b5c2b52fb2941ce999ffdbf1489e3b3f5d1063c21e27"
"GAP_015","SE_07_Q1","SE_07_Q1_0014","3","Gap_Fill","5","gemma","ai_studio","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","09dbfd9dd9742f9138e90e3bd3ccef2f56e01d688b82fbcb1a2deb5b3a63f7ad"
"GAP_016","SE_07_Q1","SE_07_Q1_0015","3","Gap_Fill","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","5e07548702f80ef11afb4ae010df9553447cac4976308e781d22a091ec7cbe57"
"GAP_017","SE_07_Q1","SE_07_Q1_0016","3","Gap_Fill","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","2.0","Band 2","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","073c03c4c4f4d4e8a3f535d93d6f76ef6a11ea9006c0541d570553e69600fae3"
"GAP_018","SE_07_Q1","SE_07_Q1_0017","3","Gap_Fill","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","93cd1d908b47083e10602c0ee5d4f7dc839978ce50156dceca9b50567c472090"
"GAP_019","SE_07_Q1","SE_07_Q1_0018","3","Gap_Fill","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","8d5beb6fcc3a16b7ee56dcb98f653e6ed1ca53bc5879720922e9f8857e73a686"
"GAP_020","SE_07_Q1","SE_07_Q1_0019","3","Gap_Fill","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","9fdf84c09bbd22f17765d54ceda322d5a304849d9348c3303b6d11d3788397d2"
"GAP_021","SE_07_Q1","SE_07_Q1_0020","3","Gap_Fill","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","02def7ce56271e39b1743f8a7c75b37296f9498635b6fb9506bbf417a1c098f8"
"GAP_022","SE_07_Q1","SE_07_Q1_0021","3","Gap_Fill","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","2.0","Band 2","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","a11d709c33359a78dbf379e0baaafce31c20c7ebb256e7608e841492ffde055c"
"GAP_023","SE_07_Q1","SE_07_Q1_0022","3","Gap_Fill","5","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","f686dc0442cb6a1bff481e54838aaacc18d8b50a829f46535bc504a9288d0bdb"
"GAP_024","SE_07_Q1","SE_07_Q1_0023","3","Gap_Fill","5","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","27075f9b235ebf745482cc543e4a097c8bae20e13e961bae773ab638ec28616f"
"GAP_025","SE_07_Q1","SE_07_Q1_0024","3","Gap_Fill","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","2.0","Band 2","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","81f73973b48cde66c0aff7ef048e7026711128f23a933b473020fad15937fa7b"
"GAP_026","SE_07_Q1","SE_07_Q1_0025","3","Gap_Fill","5","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","ae3920076792ea6d30ecef824e590c94b6c6e433e3e9b13fb9b24c1f747598d1"
"GAP_027","SE_07_Q1","SE_07_Q1_0026","3","Gap_Fill","5","gemma","","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","False","True","0.0","","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","aeb8b9a7089e6f231aaa917ac22881f5169b88abffcc0a372beda17f535722d1"
"GAP_028","SE_07_Q1","SE_07_Q1_0027","3","Gap_Fill","5","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","78d9d37eafe12db3d0073e058fff62706e8502ee55bb4a737a090452779a495c"
"GAP_029","SE_07_Q1","SE_07_Q1_0028","3","Gap_Fill","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","38d83d05c487c62dd8b5b72304885c4e62f15682482e59e8b5e15d69a73f100e"
"GAP_030","SE_07_Q1","SE_07_Q1_0029","3","Gap_Fill","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","3efc3979ff5f06f611ffb714a8c5b09a6bd03668be18099e483b972f6b5663db"
