"task_id","exam_set","script_id","question_no","question_type","max_mark","model","provider","run_index","raw_context_content_data","raw_structure_format_brevity","raw_language_mechanics","raw_originality_comparisons_paraphrase","raw_total","context_content_data","structure_format_brevity","language_mechanics","originality_comparisons_paraphrase","total_score","capped_from","cap_applied","applied_cap_reason","performance_band","is_attempted","synthesised","context_content_data_rationale","structure_format_brevity_rationale","language_mechanics_rationale","originality_comparisons_paraphrase_rationale","context_content_data_evidence","structure_format_brevity_evidence","language_mechanics_evidence","originality_comparisons_paraphrase_evidence","evidence_not_found","frequent_errors","positive_aspects","feedback_summary","model_version","thinking_level","rubric_hash","prompt_hash","timestamp"
"DIALOG_027","SE_07_Q1","SE_07_Q1_0026","13","Dialogue","10","gemma","ai_studio","0","1","3","0.5","0.5","5","1","3","0.5","0.5","5","5","False","None","Band 2","True","False","The student mentions annual results and percentages (87%, 82%), addressing the prompt. However, the logical flow of the conversation collapses in the second half, becoming incoherent.","The student followed the dialogue layout perfectly: used speaker labels, alternated turns, included an opening greeting, and provided a closing.","There is a severe density of errors in spelling, grammar, and syntax. Words like 'result' (hesult), 'really' (healy), and 'fine' (find) are consistently misspelled or misused, making the text difficult to read.","The response is an authentic attempt by the student rather than a memorized guide template, though the expression is very limited.","Iam all subject ananud 87%","Ahanaf: Hi! She sheila. wt How ane you?","Iam find thank you. what the last annual examination hesult?","Your ane impohve","","Severe orthographic errors (spelling);Syntax breakdown;Subject-verb agreement failures","Correct dialogue structural layout;Successful inclusion of required prompt details (exam results)","The candidate successfully implemented the structural requirements of a dialogue, including speaker labels and a greeting/closing. However, the linguistic quality is very poor, with pervasive spelling and grammatical errors that hinder readability. While the prompt's core requirement (discussing results) was addressed via the mention of percentages, the conversation lacks coherence in its later turns.","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","a74d7a8424fdaef5b835f88aad34170e3faafb89878173ed6cf6f1cd4e2f37c8","2026-09-17T03:01:47.553505+00:00"
"DIALOG_028","SE_07_Q1","SE_07_Q1_0027","13","Dialogue","10","gemma","ai_studio","0","3","3","1","1","8","3","3","1","1","8","8","False","None","Band 4","True","False","The candidate fully addresses the prompt, discussing the results of both characters (GPA 5 and GPA 4.80) and adding specific details about subject performance (Math, Physics, Chemistry).","The script adheres strictly to dialogue conventions: it uses clear speaker labels, alternates turns, and includes both an opening greeting and a closing farewell.","There are frequent spelling errors and tense inconsistencies (e.g., 'cheak', 'resut', 'sphysics', 'chemestry') and incorrect question formations ('Do you check' instead of 'Did you check'). While meaning is clear, the density of errors is high for Band 4.","The dialogue feels authentic and avoids generic guide-book templates by including a specific conflict (missing a perfect GPA due to a few marks in Math), showing genuine interaction.","I got a GPA 5 . And you ? ... Oh no! I got only 4.80.","Myself: Hi, Sheila! ... Sheila: Right. Okay Bye.","I cheak that. ... extremly good resut ... sphysics and chemestry","just because of math my overall GPA 5 dropped.","context_content_data;structure_format_brevity;language_mechanics","Orthographic errors (Spelling);Tense inconsistency in questioning;Punctuation spacing","Perfect dialogue structural layout;Good use of concrete detail (GPA values and subjects);Coherent narrative flow","The student has produced a well-structured dialogue that perfectly meets the task requirements in terms of format and content. The inclusion of specific GPA scores and subject-specific failures makes the interaction feel authentic. However, the score is tempered by significant spelling errors ('sphysics', 'chemestry', 'resut') and basic tense mistakes. Per the tiebreaker rules for Band 4, the lowest value (8) is awarded due to these multiple minor mechanical errors despite the strong structure.","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","e440a8adb5f96a11ed0f2eb9d1eef4dd8faa0dfed4f97d33d5948e6cf4a2ac57","2026-09-17T03:06:28.657704+00:00"
"DIALOG_029","SE_07_Q1","SE_07_Q1_0028","13","Dialogue","10","gemma","ai_studio","0","3","3","1","2","9","3","3","1","2","9","9","False","None","Band 4","True","False","The candidate fully addresses the prompt, discussing the results of both Sheila and Amaina. Specific details (Global Studies, Math, English, Science) are provided, ensuring the conversation is not generic.","The layout is a perfect dialogue format with clear speaker labels, alternating turns, and a proper opening and closing.","While the register is natural for the level, there are frequent spelling errors ('neally' for really, 'manks' for marks, 'impor' for important, 'higest' for highest, 'alot' for a lot). These are minor but consistent.","The dialogue feels authentic rather than a memorized guide text; the interaction is reactive and the specific mention of struggling with 'dates and occasions' shows original thought.","I got 75 in Global Studies. ... I got higest manks in Math English and Science.","Sheila : Hello Amaina!How are you?
Amaina : Hello Sheila. I'm Fine.","I did neally well this year but I only got one subject.","I struggle to remember the impor dates and occasions.","context_content_data;language_mechanics","Spelling (Phonetic errors: 'manks', 'neally')","Perfect dialogue structure;Good contextual detail;Natural conversational flow","The candidate produced a well-structured dialogue that completely satisfied the prompt's requirements. The turns alternate correctly, and the content is specific and relevant. A high score is awarded for structure and content, with a slight deduction in language mechanics due to several recurring spelling mistakes ('neally', 'manks', 'higest').","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","2a3737f2e7a813cf84278aacaafbbc32f63371e320df87603d3f8c0eebc051d9","2026-09-17T03:22:24.498317+00:00"
"DIALOG_030","SE_07_Q1","SE_07_Q1_0029","13","Dialogue","10","gemma","ai_studio","0","3","3","1","1","8","3","3","1","1","8","8","False","None","Band 4","True","False","The candidate successfully addresses the prompt by including the exam results for both Sheila (87%) and Talha (83%), as well as mentioning specific subjects.","The layout is correct for a dialogue, utilizing speaker labels, alternating turns, and including a clear greeting and closing.","There are multiple mechanical errors, including consistent misspelling ('nent' instead of 'next'), poor subject-verb agreement ('I does hope'), and spelling slips ('publisobed', 'resulf').","While the turns are interactive and not monologues, the language is very basic and repetitive, relying on simple formulas like 'What about you?'.","Sheila: Yeah, I got 87% overall... Talha: I got 83% result overall.","Talha: Hello Sheila. How are you? ... Sheila: Thank you so much for conversation.","publisobed... nent time... I does hope it.","What about you? ... I hope nent time i tried my best.","context_content_data;structure_format_brevity;language_mechanics;originality_comparisons_paraphrase","Consistent spelling error ('nent' for 'next');Subject-verb agreement ('I does');Orthographic slips ('publisobed', 'resulf')","Perfect adherence to dialogue structural format;Complete coverage of the prompt's content requirements","The student provided a well-structured dialogue that fully addresses the prompt, covering the results of both characters. However, the script is marred by multiple mechanical errors in spelling and grammar (notably the repeated use of 'nent'). Per the Band 4 tiebreaker guidelines, the presence of multiple minor errors results in the lowest value of the band being awarded.","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","13fedfc276f47d3c584231ac133f099e0f865d6ff805864468b20617f9f2878b","2026-09-17T03:09:52.961706+00:00"
"DIALOG_031","SE_07_Q1","SE_07_Q1_0030","13","Dialogue","10","gemma","ai_studio","0","3","3","1","2","9","3","3","1","2","9","9","False","None","Band 4","True","False","The candidates successfully cover the required content: the annual examination results of both the speaker and Sheila. They specifically discuss grades (A and A+) and their performance in Mathematics.","The response follows the correct dialogue layout with speaker labels (though capitalization is inconsistent), alternating turns, a clear opening greeting, and a closing exchange.","There are frequent linguistic errors, including subject-verb agreement ('You has done'), incorrect article use ('a A'), pluralization errors ('another subjects'), and confused verb tenses ('will is began'). However, the meaning remains clear for a Class VII level.","The dialogue feels authentic to a student's voice rather than a memorized guide template, evidenced by the attempt at informal register ('Just chilling chelling'). The turns respond naturally to one another.","I got a A in one subject and At in another subjects. Myself: I got A in two subjects and At in another subjects.","Myself: Hello, Sheila! How are you?
sheila: I'm fine. And you?","The class will is began soon.","Just chilling chelling.","context_content_data","Subject-verb agreement;Tense inconsistency;Incorrect pluralization","Correct dialogue structural layout;Full adherence to the prompt's context;Authentic, non-formulaic phrasing","The student has provided a structurally sound dialogue that fully addresses the prompt. Both characters discuss their results as requested. While there are significant errors in grammar and tense (e.g., 'You has done', 'will is began'), these are typical for Class VII and do not impede communication. The authentic tone and correct format merit a high score.","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","4f23f32c315c5b4df8ef1d6a8111dab693ade3bd9c31ed0ce5918f133b62575e","2026-09-17T03:12:56.806825+00:00"
"DIALOG_032","SE_07_Q1","SE_07_Q1_0031","13","Dialogue","10","gemma","ai_studio","0","2","3","1","1","7","2","3","1","1","7","7","False","None","Band 3","True","False","The student successfully addresses the prompt by discussing both Sheila's (88%) and Asim's (82%) results, including specific subjects. However, the dialogue is somewhat repetitive ('what did you do? what did you do?') and lacks depth in the conversational exchange.","The student employs a perfect dialogue layout with clear speaker labels, alternating turns, a proper opening greeting, and a closing exchange.","The script is entirely readable and maintains a natural spoken register, but it contains frequent errors in spelling, subject-verb agreement, and word choice that are typical for a struggling Class VII student.","While the greeting and closing are formulaic, the student introduces specific academic details (percentage and subjects) and attempts original peer-to-peer encouragement, showing it is not a purely memorized template.","sheila : I did pretty well. I got 88 % overall. ... Asim : That's amazing congratulations! I got 82 % overall.","Asim : Hey Sheila! How are you? 

sheila : I'm find. what about you?","I'm find. ... our result are finally out. ... Mathmeties, I got 97. ... Don't disappointed English","Don't disappointed English- you better next time I struggle Science.","context_content_data;structure_format_brevity;language_mechanics","Spelling (e.g., 'find' for 'fine', 'Mathmeties');Subject-verb agreement ('result are');Incorrect verb forms ('Don't disappointed')","Correct dialogue formatting;Effective use of specific data to satisfy the prompt;Coherent flow of conversation","The candidate has followed the structural requirements of a dialogue perfectly. The content is on-topic and covers the requirements for both characters' results. However, the score is limited to Band 3 due to frequent linguistic errors in spelling and grammar. The student's attempt to include specific subject scores shows a good level of original effort for Class VII.","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","f4dcfde71db81f3d32099292e45635631371b31708c9b7f18028a48a95e66b29","2026-09-17T03:23:04.926795+00:00"
"DIALOG_033","SE_07_Q1","SE_07_Q1_0032","13","Dialogue","10","gemma","ai_studio","0","3","3","1","2","9","3","3","1","2","9","9","False","None","Band 4","True","False","The dialogue fully addresses the prompt by discussing the examination results of both the student (GPA 4.80) and Sheila (GPA 5.00), including the reactions of their parents.","The candidate uses the correct dialogue format with clear speaker labels, alternating turns, a proper opening greeting, and a closing farewell.","While communication is clear and appropriate for Class VII, there are frequent errors in spelling ('onnual', 'yo'), subject-verb agreement ('parents was'), and punctuation/capitalization ('Iam', 'how about you.').","The conversation is interactive and natural, with turns responding logically to one another rather than appearing as a memorized guide template.","Yes, and I got GPA-5.00. how about you. Myself: Oh! I did well and got GPA-4.80.","Myself: Hi Sheila! How are you?
Sheila: Iam fine thank you what about you?","My parents was really happy, What about your parents,","What was yours parents reaction after seeing your result?","context_content_data","Subject-verb agreement (e.g., 'parents was');Spelling slips (e.g., 'onnual', 'yo');Punctuation errors in question forms","Correct dialogue layout and formatting;Full adherence to the situational prompt;Natural conversational flow","The candidate has produced a well-structured dialogue that completely fulfills the requirements of the prompt. The layout is perfect, and the interaction between the two characters is natural. The total score reflects a high level of competency, with a slight reduction only due to recurring minor errors in grammar and spelling.","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","98733bc3a85c162e6540f7adfabf2139743930081bd9968d8c4cc2e7785fbc5f","2026-09-17T03:19:30.844004+00:00"
"DIALOG_034","SE_07_Q1","SE_07_Q1_0033","13","Dialogue","10","gemma","ai_studio","0","3","3","1","2","9","3","3","1","2","9","9","False","None","Band 4","True","False","The candidate fully addresses the prompt, discussing both Sheila's and their own results (GPA 5.00 and 4.80 respectively), and extends the conversation to parents' reactions and favorite subjects.","The dialogue follows the correct layout with clear speaker labels, alternating turns, a proper opening greeting, and a closing farewell.","There are several grammatical errors typical of Class VII, including subject-verb agreement ('parents was') and incorrect tense after the auxiliary 'did' ('did you got'), as well as some awkward phrasing in the conclusion.","The dialogue feels authentic and responsive rather than a memorized template. The turns flow logically and naturally from one to the next.","Yes, and I got GPA-5.00. How about you? Myself: Oh! I did well and got GPA-4.80.","Myself: Hi sheila! How are you? Sheila: I'm fine, thank you.","My parents was really happy. ... Which subjects did you got highest number?","Which subjects did you got highest number? Myself: I got highest number in Science and English. What about you?","context_content_data;structure_format_brevity;language_mechanics;originality_comparisons_paraphrase","Subject-Verb Agreement;Tense consistency (auxiliary 'did' + base form)","Perfect structural adherence to dialogue format;Strong contextual relevance and flow","A very strong attempt that fully satisfies the task requirements. The dialogue is logically structured and naturally paced. While there are clear grammatical lapses in subject-verb agreement ('parents was') and question formation ('did you got'), these are within the expected range for a Class VII student and do not impede communication. The score reflects a high level of competency in content and format, tempered slightly by linguistic mechanics.","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","9518d5fb2b1633367cfacbf458148e7f6b64c183a6e9c7364f59410e79d45b0e","2026-09-17T03:26:15.900676+00:00"
"DIALOG_035","SE_07_Q1","SE_07_Q1_0034","13","Dialogue","10","gemma","ai_studio","0","3","3","1","2","9","3","3","1","2","9","9","False","None","Band 4","True","False","The student fully addresses the prompt, discussing the annual exam results for both characters and providing specific details about their marks in multiple subjects.","The script adheres perfectly to dialogue layout with clear speaker labels, alternating turns, a greeting, and a proper closing.","There are frequent spelling errors ('doig', 'finer', 'numbe') and grammatical slips in question formation ('now are you?' instead of 'how are you?'), though meaning remains clear.","The dialogue feels authentic and non-templated, using specific marks and subject lists (BGS, ICT) that show the student's own input rather than a memorized guide.","I got very nice result. w your's? sheila: ov thanks! my result also very good.","Myself: Bye! Have a good day. sheila: bye! Have a good day too.","I'm doig Well. what abo you? sheila: I'm also finer.","I got 96 out of 100. what is your english number?","context_content_data;structure_format_brevity;language_mechanics","Orthographic errors (spelling slips like 'doig', 'numbe');Syntax errors in interrogative sentences ('now are you?');Omission of auxiliary verbs ('my result also very good')","Excellent adherence to dialogue structural conventions;High level of detail regarding the subject marks;Natural conversational flow and coherence","The candidate has produced a very strong response that fully satisfies the requirements of the prompt. The dialogue layout is flawless and the content is comprehensive, including specific subject scores for both speakers. The score is slightly tempered by frequent minor spelling and grammatical errors ('doig', 'finer', 'numbe'), but these are age-appropriate and do not impede communication. The authenticity of the marks provided suggests a genuine attempt rather than reliance on a memorized guide.","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","ed765b217ca53cb3730d927ace3d76b2cdd240dab6774971e3fabdf1a4094084","2026-09-17T03:29:25.956741+00:00"
"GAP_001","SE_07_Q1","SE_07_Q1_0000","3","Gap_Fill","5","gemma","ai_studio","0","0","0","0","0","0","0","0","0","0","0","0","False","None","Band 0","True","False","Items a, b, c, and d were answered with words that do not fit the context or grammatical requirements of the passage; item e was not attempted.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","a. the (Adverb) b. gave (ROUGH) c. and (Farmer) d. loud","","","","context_content_data","Incorrect word choice;Lack of contextual understanding","Attempted the majority of the items","The candidate did not provide any correct answers. Items a, b, c, and d were marked wrong as the provided words did not match the answer key or the context of the passage. Item e was omitted.","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","82fe6df8ceede3e945dd8a99c282df1cc3397413e4d164b27312f49e29a3b20a","2026-09-16T21:24:32.472070+00:00"
"GAP_002","SE_07_Q1","SE_07_Q1_0001","3","Gap_Fill","5","gemma","ai_studio","0","5","0","0","0","5","5","0","0","0","5","5","False","None","Band 4","True","False","All five items were answered correctly according to the provided answer key: (a) 'show' is correct, (b) 'great' is correct, (c) 'cheered' is correct, (d) 'enthusiasm' is correct, and (e) 'cheers' is correct.","This is an item-scored question; no marks are allocated to structure.","This is an item-scored question; no marks are allocated to mechanics separately from the answer key.","This is an item-scored question; no marks are allocated to originality.","a) show b) great c) cheered d) enthusiasm e) cheers","","","","context_content_data","","Perfect accuracy across all items;Correct use of parts of speech","The candidate correctly answered all five items: a (Correct), b (Correct), c (Correct), d (Correct), e (Correct). Total score is 5/5.","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","2d2195d0dfcd7af27d0211939406ca64162ac9fbc1e65793265371609042b02f","2026-09-16T21:45:35.071759+00:00"
"GAP_003","SE_07_Q1","SE_07_Q1_0002","3","Gap_Fill","5","gemma","ai_studio","0","5","0","0","0","5","5","0","0","0","5","5","False","None","Band 4","True","False","All five gaps were filled with words that fit the sentence grammatically and agree with the passage context. Items a, b, c, and e match the key. Item d ('amusment') is a clear misspelling of 'amusement', which fits the context of a magic show; per the rubric, misspelled but intended correct words earn the mark.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","a) show b) great c) cheered d) amusment e) cheers","","","","context_content_data","Minor spelling error (amusment)","Perfect contextual accuracy;Correct grammatical alignment","The student achieved full marks. Items a, b, c, and e are correct. Item d ('amusment') is accepted as it is a clearly intended word that fits the context, and spelling slips do not cost marks in this task type.","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","a33d36809180839e9cd174dbf468dc646e4ce23ebd96314c28dc2f6dffd56bad","2026-09-16T21:58:21.658846+00:00"
"GAP_004","SE_07_Q1","SE_07_Q1_0003","3","Gap_Fill","5","gemma","ai_studio","0","5","0","0","0","5","5","0","0","0","5","5","False","None","Band 4","True","False","All five items were answered correctly according to the answer key: (a) show, (b) great, (c) cheered, (d) interest, and (e) cheers.","This is an item-scored question; this criterion is always 0.","This is an item-scored question; this criterion is always 0.","This is an item-scored question; this criterion is always 0.","A. show B. great C. cheered D. interest E cheers","","","","context_content_data","","Perfect accuracy;Correct understanding of textual context","The student correctly identified the required words for all five gaps: (a) show, (b) great, (c) cheered, (d) interest, and (e) cheers.","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","9627a6472824841b194794b8c093cabf413132aa3fe3cb627337ac056ea003ce","2026-09-16T22:11:40.154444+00:00"
"GAP_005","SE_07_Q1","SE_07_Q1_0004","3","Gap_Fill","5","gemma","","0","0","0","0","0","0","0","0","0","0","0","0","False","None","Band 0","False","True","Not attempted; verified blank.","Not attempted; verified blank.","Not attempted; verified blank.","Not attempted; verified blank.","","","","","","","","Not attempted; synthesised Band 0 record (no API call).","","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","aeb8b9a7089e6f231aaa917ac22881f5169b88abffcc0a372beda17f535722d1","2026-09-16T22:23:35.131714+00:00"
"GAP_006","SE_07_Q1","SE_07_Q1_0005","3","Gap_Fill","5","gemma","ai_studio","0","5","0","0","0","5","5","0","0","0","5","5","False","None","Band 4","True","False","All five items are correct according to the key. Item (a) matches 'show'. Item (b) contains the correct word 'great' despite the extraneous 'bos'. Item (c) matches 'cheered'. Item (d) 'exitment' is a misspelling of 'excitement' but is clearly intended and thus earns the mark per the rubric. Item (e) matches 'cheers'.","Item-scored question; this criterion is always 0.","Item-scored question; this criterion is always 0.","Item-scored question; this criterion is always 0.","a) show b) bos great c) cheered d) exitment e) cheers","","","","context_content_data","Minor spelling error in 'exitment';Extraneous word 'bos' in item (b)","Perfect accuracy in content retrieval;Correct part of speech used for all gaps","The candidate correctly identified the required words for all five gaps. Item (a) correct; item (b) correct (identified 'great'); item (c) correct; item (d) correct (intended 'excitement'); item (e) correct.","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","718e0a4c5710be906833b05e93b097b00d98539fc3dc7064da27941fba81256c","2026-09-16T22:42:09.391829+00:00"
"GAP_007","SE_07_Q1","SE_07_Q1_0006","3","Gap_Fill","5","gemma","ai_studio","0","3","0","0","0","3","3","0","0","0","3","3","False","None","Band 3","True","False","Items (a), (b), and (c) match the answer key and the passage context. Item (d) 'Performances' is incorrect as it does not fit the sense of an emotion or state created among the people. Item (e) 'cheered' is a verb, but the sentence requires a noun ('cheers' or 'cheering'), constituting a part-of-speech error.","This is an item-scored question; structural criteria are not applicable.","This is an item-scored question; linguistic mechanics are evaluated as part of the item's correctness.","This is an item-scored question; originality is not applicable.","(a) show (b) great (c) Cheered","","","","context_content_data","Part-of-speech error (verb used instead of noun);Contextual mismatch","Correct identification of synonyms for the first three gaps","The student correctly answered items (a), (b), and (c). Item (d) was marked wrong because 'Performances' does not logically describe what was created 'among the people' in this context. Item (e) was marked wrong because 'cheered' is a verb and does not fit grammatically after the adjective 'loud'.","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","77d11fbdcfd9ff94e7cf5289107d51303488625f8721a3bea8ab5817440e400f","2026-09-16T22:57:55.388150+00:00"
"GAP_008","SE_07_Q1","SE_07_Q1_0007","3","Gap_Fill","5","gemma","ai_studio","0","4","0","0","0","4","4","0","0","0","4","4","False","None","Band 4","True","False","Item (a) is incorrect because 'watch show' does not fit grammatically in the sentence 'The audience watched the (a) — very carefully'. Items (b) 'great', (c) 'Cheered', (d) 'excitement', and (e) 'cheer' are all correct and agree with the passage.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","a) watch show. b) great. c) Cheered. d) excitement. e) cheer .","","","","context_content_data","Grammatical redundancy in gap fill (including the sentence verb in the answer)","Strong vocabulary alignment with the source text for 4 out of 5 items","The student correctly answered items (b), (c), (d), and (e). Item (a) was marked incorrect because the response 'watch show' is grammatically incompatible with the sentence structure provided in the question.","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","3c7e36ab53c8dabcb91dd484e2106187f195d466efc3c5a78a83dd3bff8a7850","2026-09-16T23:08:51.140351+00:00"
"GAP_009","SE_07_Q1","SE_07_Q1_0008","3","Gap_Fill","5","gemma","ai_studio","0","4","0","0","0","4","4","0","0","0","4","4","False","None","Band 4","True","False","The candidate correctly answered four out of five items. Item a ('Show'), item b ('great'), item c ('cheered'), and item e ('cheers') align with the answer key. Item d was omitted.","This is an item-scored question; structural criteria are not applicable.","This is an item-scored question; mechanical criteria are not applicable.","This is an item-scored question; originality criteria are not applicable.","a. Show
b. great
c. cheered
e. cheers","","","","context_content_data","Omission of answer for item d","Accurate word selection for 80% of the task","Items a (Show), b (great), c (cheered), and e (cheers) are marked correct. Item d was left blank and scores 0. Total score is the sum of correct items.","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","b6a501034b89d09cdbb70d7aaaf8ce7307c4305e2f247a2bdb6983e8f3904b9a","2026-09-16T23:24:00.280973+00:00"
"GAP_010","SE_07_Q1","SE_07_Q1_0009","3","Gap_Fill","5","gemma","ai_studio","0","3","0","0","0","3","3","0","0","0","3","3","False","None","Band 3","True","False","Item (a) 'Performance' is correct per key. Item (b) 'Their' is grammatically possible but fails to capture the quality of the performance mentioned in the text ('great job'). Item (c) 'cheered' is correct per key. Item (d) 'Fun' fits grammatically and agrees with the positive context of the passage. Item (e) 'noises' is too generic and does not specifically reflect the cheering/clapping mentioned in the text.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","a) Performance, b) Their, c) cheered, d) Fun, e) noises","","","","context_content_data","Vague vocabulary choice;Failure to identify qualitative descriptors","Correct identification of key verbs;Appropriate noun usage in gap (a)","The candidate scored 3 out of 5. Items (a), (c), and (d) were marked correct. Item (b) was marked wrong because 'their' does not describe the quality of the performance as required by the text context. Item (e) was marked wrong as 'noises' is too general and doesn't match the specific cheering described in the passage.","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","e452da3c0c0fda27383b64640eda0de6703be45998268afc364caa91add98a9a","2026-09-16T23:38:03.780479+00:00"
"GAP_011","SE_07_Q1","SE_07_Q1_0010","3","Gap_Fill","5","gemma","ai_studio","0","2","0","0","0","2","2","0","0","0","2","2","False","None","Band 2","True","False","Item (a) 'show' is correct. Item (c) 'cheered' is correct. Item (b) 'their' is grammatically possible but contextually incorrect as the passage emphasizes the quality of the performance ('great job'). Item (d) 'jab' is irrelevant to the context. Item (e) 'and clap' is grammatically incorrect following the adjective 'loud'.","Criterion not applicable for item-scored questions.","Criterion not applicable for item-scored questions.","Criterion not applicable for item-scored questions.","a. show
c. cheered","","","","context_content_data","Incorrect vocabulary choice;Grammatical part-of-speech error","Accurate identification of correct terms for items (a) and (c)","The student correctly answered items (a) and (c). Item (b) is incorrect as it fails to describe the quality of the performance. Item (d) is irrelevant, and item (e) is grammatically incorrect in the given sentence structure.","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","d7dded135206290964d5802b235a57096bce89094bfd2af989caa3047a0bcb13","2026-09-16T23:43:39.740535+00:00"
"GAP_012","SE_07_Q1","SE_07_Q1_0011","3","Gap_Fill","5","gemma","ai_studio","0","2","0","0","0","2","2","0","0","0","2","2","False","None","Band 2","True","False","Item (a) 'clapped' is contextually and grammatically incorrect. Item (b) 'gneat' is a misspelling of 'great' and earns the mark. Item (c) 'cheered' is correct. Item (d) 'job' is contextually incorrect. Item (e) 'cheeerced' is a misspelling of 'cheered', which is a verb and grammatically incorrect in a position requiring a noun (e.g., 'cheers'). Total: 0+1+1+0+0 = 2.","This is an item-scored question; this criterion is always 0.","This is an item-scored question; this criterion is always 0.","This is an item-scored question; this criterion is always 0.","a. clapped. b. gneat: c. cheered d. job e. cheeerced:","","","","context_content_data","Wrong part of speech;Contextual misunderstanding","Correct identification of key vocabulary in items (b) and (c)","The student correctly answered items (b) and (c), earning 2 marks. Item (b) was awarded despite the misspelling 'gneat'. Item (a) was incorrect. Item (d) was incorrect. Item (e) was marked wrong as 'cheeerced' (cheered) is a verb and does not fit the grammatical requirement of the sentence.","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","aec67dd7b7d2741e794d0df73e2187c364067feca2fdaac13c454d0b25436ee5","2026-09-16T23:59:28.617374+00:00"
"GAP_013","SE_07_Q1","SE_07_Q1_0012","3","Gap_Fill","5","gemma","ai_studio","0","5","0","0","0","5","5","0","0","0","5","5","False","None","Band 4","True","False","All five items are correct. (a) 'show' matches the key. (b) 'beautiful' is a suitable adjective for the performance. (c) 'cheered' matches the key. (d) 'joy' is a suitable noun describing the people's reaction. (e) 'clap' functions as a noun here and is a suitable alternative to clapping/applause.","Item-scored questions are not marked on structure.","Item-scored questions are not marked on separate language mechanics.","Item-scored questions are not marked on originality.","a) show
b) beautiful
c) cheered
d) joy
e) clap","","","","","","Perfect accuracy;Good use of contextually appropriate synonyms","The student answered all items correctly. Items (a) show, (b) beautiful, (c) cheered, (d) joy, and (e) clap are all accurate and grammatically suitable according to the passage and key.","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","fce45e588f9ec96cd85c49ace96f1833c624e628bc0a9f970fa784cede49e538","2026-09-17T00:10:45.322090+00:00"
