"run_id","task_id","exam_set","model","provider","model_id","thinking_level","run_index","call_index","input_tokens","output_tokens","thoughts_tokens","cost_usd","latency_ms","attempt_number","http_status","timestamp"
"DIALOG_030__gemma__run0__call0","DIALOG_030","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","5962","3372","2616","0.001608","160500","1","200","2026-09-17T03:09:52.961706+00:00"
"DIALOG_031__gemma__run0__call0","DIALOG_031","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","5989","1580","814","0.001073","115125","1","200","2026-09-17T03:12:56.806825+00:00"
"DIALOG_032__gemma__run0__call0","DIALOG_032","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6042","5189","4357","0.002161","584858","2","200","2026-09-17T03:23:04.926795+00:00"
"DIALOG_033__gemma__run0__call0","DIALOG_033","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","5938","2101","1337","0.001224","139717","1","200","2026-09-17T03:19:30.844004+00:00"
"DIALOG_034__gemma__run0__call0","DIALOG_034","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6030","1911","1138","0.001176","231375","1","200","2026-09-17T03:26:15.900676+00:00"
"DIALOG_035__gemma__run0__call0","DIALOG_035","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6151","2019","1214","0.001221","200702","1","200","2026-09-17T03:29:25.956741+00:00"
"GAP_001__gemma__run0__call0","GAP_001","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6227","1538","963","0.001084","156483","1","200","2026-09-16T21:24:32.472070+00:00"
"GAP_002__gemma__run0__call0","GAP_002","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6220","1398","792","0.001041","272625","1","200","2026-09-16T21:45:35.071759+00:00"
"GAP_003__gemma__run0__call0","GAP_003","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6221","1906","1294","0.001194","268718","2","200","2026-09-16T21:58:21.658846+00:00"
"GAP_004__gemma__run0__call0","GAP_004","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6219","1480","906","0.001066","113046","1","200","2026-09-16T22:11:40.154444+00:00"
"GAP_006__gemma__run0__call0","GAP_006","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6224","1568","906","0.001093","327797","1","200","2026-09-16T22:42:09.391829+00:00"
"GAP_007__gemma__run0__call0","GAP_007","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6229","2377","1701","0.001336","561157","5","200","2026-09-16T22:57:55.388150+00:00"
"GAP_008__gemma__run0__call0","GAP_008","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6227","2156","1534","0.00127","289531","2","200","2026-09-16T23:08:51.140351+00:00"
"GAP_009__gemma__run0__call0","GAP_009","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6219","1359","761","0.00103","250218","2","200","2026-09-16T23:24:00.280973+00:00"
"GAP_010__gemma__run0__call0","GAP_010","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6220","2195","1509","0.00128","378734","2","200","2026-09-16T23:38:03.780479+00:00"
"GAP_011__gemma__run0__call0","GAP_011","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6221","1661","1031","0.00112","163296","1","200","2026-09-16T23:43:39.740535+00:00"
"GAP_012__gemma__run0__call0","GAP_012","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6227","2252","1533","0.001298","289891","2","200","2026-09-16T23:59:28.617374+00:00"
"GAP_013__gemma__run0__call0","GAP_013","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6220","1634","1015","0.001112","224453","1","200","2026-09-17T00:10:45.322090+00:00"
"GAP_014__gemma__run0__call0","GAP_014","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6240","1605","1012","0.001105","536469","4","200","2026-09-17T00:26:40.316953+00:00"
"GAP_015__gemma__run0__call0","GAP_015","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6260","1786","1169","0.001162","650671","4","200","2026-09-17T00:41:50.057232+00:00"
"GAP_016__gemma__run0__call0","GAP_016","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6225","1439","791","0.001054","564609","2","200","2026-09-17T00:50:13.027198+00:00"
"GAP_017__gemma__run0__call0","GAP_017","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6230","2231","1550","0.001292","1285452","4","200","2026-09-17T01:11:38.479665+00:00"
"GAP_018__gemma__run0__call0","GAP_018","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6220","1502","929","0.001073","643453","2","200","2026-09-17T01:11:40.191122+00:00"
"GAP_019__gemma__run0__call0","GAP_019","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6222","1499","860","0.001072","500421","3","200","2026-09-17T01:23:43.385261+00:00"
"GAP_020__gemma__run0__call0","GAP_020","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6225","1716","1070","0.001137","128437","1","200","2026-09-17T01:28:56.054079+00:00"
"GAP_021__gemma__run0__call0","GAP_021","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6222","1991","1340","0.00122","251719","1","200","2026-09-17T01:51:08.013410+00:00"
"GAP_022__gemma__run0__call0","GAP_022","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6246","2033","1373","0.001234","109000","1","200","2026-09-17T01:59:56.413068+00:00"
"GAP_023__gemma__run0__call0","GAP_023","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6273","2193","1576","0.001285","474030","2","200","2026-09-17T02:18:28.535942+00:00"
"GAP_024__gemma__run0__call0","GAP_024","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6224","2020","1332","0.001228","251421","1","200","2026-09-17T02:17:37.284232+00:00"
"GAP_025__gemma__run0__call0","GAP_025","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6222","1254","626","0.000998","471703","3","200","2026-09-17T02:41:09.040471+00:00"
"GAP_026__gemma__run0__call0","GAP_026","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6235","1934","1266","0.001204","140405","1","200","2026-09-17T02:59:15.324123+00:00"
"GAP_028__gemma__run0__call0","GAP_028","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6227","1912","1239","0.001196","936812","2","200","2026-09-17T03:14:20.491112+00:00"
"GAP_029__gemma__run0__call0","GAP_029","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6222","1849","1144","0.001177","1229358","2","200","2026-09-17T03:22:16.924318+00:00"
"GAP_030__gemma__run0__call0","GAP_030","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6220","1622","979","0.001109","179640","1","200","2026-09-17T03:07:11.247851+00:00"
"GAP_031__gemma__run0__call0","GAP_031","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6232","1919","1262","0.001199","267842","1","200","2026-09-17T03:12:46.273443+00:00"
"GAP_032__gemma__run0__call0","GAP_032","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6224","1877","1194","0.001185","1186437","2","200","2026-09-17T03:31:07.905430+00:00"
"GAP_033__gemma__run0__call0","GAP_033","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6217","1199","649","0.000981","287000","1","200","2026-09-17T03:18:51.208694+00:00"
"GAP_034__gemma__run0__call0","GAP_034","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6223","1886","1215","0.001188","721687","1","200","2026-09-17T03:31:11.392955+00:00"
"GAP_035__gemma__run0__call0","GAP_035","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6222","1564","945","0.001091","455203","1","200","2026-09-17T03:31:12.120826+00:00"
"MCQ_002__gemma__run0__call0","MCQ_002","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6483","1598","957","0.001128","186657","1","200","2026-09-16T21:40:04.334224+00:00"
"MCQ_003__gemma__run0__call0","MCQ_003","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6469","1695","980","0.001155","500343","1","200","2026-09-16T22:02:13.290111+00:00"
"MCQ_004__gemma__run0__call0","MCQ_004","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6460","1615","1019","0.00113","578890","2","200","2026-09-16T22:17:35.928242+00:00"
"MCQ_005__gemma__run0__call0","MCQ_005","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6489","1625","998","0.001136","295280","2","200","2026-09-16T22:26:38.606812+00:00"
"MCQ_006__gemma__run0__call0","MCQ_006","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6473","1712","1134","0.001161","117407","1","200","2026-09-16T22:36:41.592489+00:00"
"MCQ_007__gemma__run0__call0","MCQ_007","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6459","2384","1707","0.001361","755625","2","200","2026-09-16T23:00:01.745466+00:00"
"MCQ_009__gemma__run0__call0","MCQ_009","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6469","1923","1307","0.001224","371233","3","200","2026-09-16T23:19:50.060170+00:00"
"MCQ_010__gemma__run0__call0","MCQ_010","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6474","1362","737","0.001056","145093","1","200","2026-09-16T23:32:25.412066+00:00"
"MCQ_011__gemma__run0__call0","MCQ_011","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6484","2031","1419","0.001258","133905","1","200","2026-09-16T23:42:09.295466+00:00"
"MCQ_012__gemma__run0__call0","MCQ_012","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6482","1679","1077","0.001152","228844","1","200","2026-09-16T23:56:25.402707+00:00"
"MCQ_013__gemma__run0__call0","MCQ_013","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6468","1685","1121","0.001152","216592","1","200","2026-09-17T00:07:43.560105+00:00"
"MCQ_014__gemma__run0__call0","MCQ_014","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6466","1732","1084","0.001166","164983","2","200","2026-09-17T00:17:43.846379+00:00"
"MCQ_015__gemma__run0__call0","MCQ_015","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6473","1516","839","0.001102","609625","3","200","2026-09-17T00:39:06.413925+00:00"
"MCQ_016__gemma__run0__call0","MCQ_016","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6481","1871","1217","0.001209","82875","1","200","2026-09-17T00:41:40.980857+00:00"
"MCQ_017__gemma__run0__call0","MCQ_017","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6464","1798","1095","0.001186","302250","1","200","2026-09-17T00:53:49.296025+00:00"
"MCQ_018__gemma__run0__call0","MCQ_018","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6473","1766","1155","0.001177","113655","1","200","2026-09-17T01:00:56.745031+00:00"
"MCQ_019__gemma__run0__call0","MCQ_019","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6471","1691","1048","0.001154","290937","2","200","2026-09-17T01:18:41.138278+00:00"
"MCQ_020__gemma__run0__call0","MCQ_020","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6466","1609","992","0.001129","184217","2","200","2026-09-17T01:26:47.594054+00:00"
"MCQ_021__gemma__run0__call0","MCQ_021","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6464","2066","1392","0.001266","236171","1","200","2026-09-17T01:45:38.432012+00:00"
"MCQ_022__gemma__run0__call0","MCQ_022","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6418","1625","1094","0.001129","364671","2","200","2026-09-17T02:03:14.311030+00:00"
"MCQ_024__gemma__run0__call0","MCQ_024","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6471","1887","1257","0.001213","1029812","1","200","2026-09-17T02:28:50.484377+00:00"
"MCQ_025__gemma__run0__call0","MCQ_025","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6481","1824","1164","0.001195","1164407","3","200","2026-09-17T02:51:18.625485+00:00"
"MCQ_026__gemma__run0__call0","MCQ_026","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6517","2097","1395","0.001281","264859","1","200","2026-09-17T03:01:19.759200+00:00"
"MCQ_027__gemma__run0__call0","MCQ_027","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6470","1198","557","0.001006","718141","5","200","2026-09-17T03:08:53.062747+00:00"
"MCQ_029__gemma__run0__call0","MCQ_029","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6463","1695","1083","0.001155","700406","5","200","2026-09-17T03:13:00.171437+00:00"
"MCQ_030__gemma__run0__call0","MCQ_030","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6470","1218","608","0.001012","94219","1","200","2026-09-17T03:05:01.497519+00:00"
"MCQ_031__gemma__run0__call0","MCQ_031","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6487","1661","1057","0.001147","702641","2","200","2026-09-17T03:19:09.692879+00:00"
"MCQ_032__gemma__run0__call0","MCQ_032","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6467","1845","1244","0.0012","855328","3","200","2026-09-17T03:25:22.153314+00:00"
"MCQ_033__gemma__run0__call0","MCQ_033","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6469","1204","617","0.001008","1188860","4","200","2026-09-17T03:33:15.814118+00:00"
"MCQ_034__gemma__run0__call0","MCQ_034","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6463","1891","1244","0.001214","355515","2","200","2026-09-17T03:24:38.278547+00:00"
"MCQ_035__gemma__run0__call0","MCQ_035","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6470","1829","1194","0.001196","76250","1","200","2026-09-17T03:24:12.146963+00:00"
"PARA_002__gemma__run0__call0","PARA_002","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6012","1956","1153","0.001188","374187","4","200","2026-09-16T22:00:07.125873+00:00"
"PARA_003__gemma__run0__call0","PARA_003","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6056","2443","1659","0.001338","143812","1","200","2026-09-16T22:02:30.940353+00:00"
"PARA_004__gemma__run0__call0","PARA_004","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6014","3115","2389","0.001536","334360","2","200","2026-09-16T22:26:27.710357+00:00"
"PARA_005__gemma__run0__call0","PARA_005","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6053","2356","1624","0.001312","650672","4","200","2026-09-16T22:40:24.267696+00:00"
"PARA_006__gemma__run0__call0","PARA_006","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","5933","1984","1167","0.001189","415141","3","200","2026-09-16T22:52:55.222678+00:00"
"PARA_007__gemma__run0__call0","PARA_007","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","5948","3093","2379","0.001523","240483","1","200","2026-09-16T23:03:43.805601+00:00"
"PARA_008__gemma__run0__call0","PARA_008","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","5941","3550","2701","0.001659","387889","4","200","2026-09-16T23:18:37.474674+00:00"
"PARA_009__gemma__run0__call0","PARA_009","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6033","2748","1967","0.001428","148155","1","200","2026-09-16T23:31:11.044348+00:00"
"PARA_010__gemma__run0__call0","PARA_010","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","5888","2109","1385","0.001221","278765","3","200","2026-09-16T23:43:32.679142+00:00"
"PARA_011__gemma__run0__call0","PARA_011","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","5891","1679","964","0.001093","205530","1","200","2026-09-16T23:52:36.558012+00:00"
"PARA_012__gemma__run0__call0","PARA_012","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","5826","2401","1672","0.001303","392483","4","200","2026-09-17T00:07:00.865933+00:00"
"PARA_014__gemma__run0__call0","PARA_014","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6003","2168","1425","0.001251","204250","1","200","2026-09-17T00:30:59.371853+00:00"
"PARA_015__gemma__run0__call0","PARA_015","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","5972","2361","1647","0.001305","580812","3","200","2026-09-17T00:48:04.903695+00:00"
"PARA_016__gemma__run0__call0","PARA_016","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","5971","2367","1633","0.001307","333219","2","200","2026-09-17T00:54:06.144554+00:00"
"PARA_017__gemma__run0__call0","PARA_017","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","5998","2466","1679","0.00134","474671","4","200","2026-09-17T01:06:06.911415+00:00"
"PARA_018__gemma__run0__call0","PARA_018","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6026","1885","1085","0.001168","172687","2","200","2026-09-17T01:15:58.441276+00:00"
"PARA_019__gemma__run0__call0","PARA_019","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","5959","2438","1632","0.001327","554828","2","200","2026-09-17T01:31:12.050021+00:00"
"PARA_020__gemma__run0__call0","PARA_020","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","5995","2129","1412","0.001238","422953","2","200","2026-09-17T01:47:08.120393+00:00"
"PARA_021__gemma__run0__call0","PARA_021","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6050","3567","2766","0.001675","549469","2","200","2026-09-17T02:03:56.386807+00:00"
"PARA_022__gemma__run0__call0","PARA_022","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","5854","2602","1848","0.001366","188734","1","200","2026-09-17T02:08:12.385503+00:00"
"PARA_023__gemma__run0__call0","PARA_023","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6016","2289","1475","0.001288","577375","2","200","2026-09-17T02:41:31.526149+00:00"
"PARA_024__gemma__run0__call0","PARA_024","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","5927","1862","1091","0.001151","253046","3","200","2026-09-17T03:01:07.950337+00:00"
"PARA_025__gemma__run0__call0","PARA_025","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","5956","3141","2322","0.001538","698937","2","200","2026-09-17T02:53:47.513508+00:00"
"PARA_026__gemma__run0__call0","PARA_026","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","5989","1988","1194","0.001195","205641","1","200","2026-09-17T03:00:20.576980+00:00"
"PARA_027__gemma__run0__call0","PARA_027","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","5999","2798","1984","0.001439","267280","1","200","2026-09-17T03:01:22.194310+00:00"
"PARA_028__gemma__run0__call0","PARA_028","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6014","3229","2510","0.00157","301453","1","200","2026-09-17T03:05:55.852604+00:00"
"PARA_029__gemma__run0__call0","PARA_029","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6079","2023","1252","0.001215","317155","2","200","2026-09-17T03:08:31.595395+00:00"
"PARA_030__gemma__run0__call0","PARA_030","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","5952","1904","1150","0.001166","178296","1","200","2026-09-17T03:10:09.538072+00:00"
"PARA_031__gemma__run0__call0","PARA_031","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","5972","2286","1521","0.001283","914391","5","200","2026-09-17T03:25:23.940152+00:00"
"PARA_032__gemma__run0__call0","PARA_032","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","5975","2301","1525","0.001288","226000","1","200","2026-09-17T03:16:53.222686+00:00"
"PARA_033__gemma__run0__call0","PARA_033","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","5939","2088","1343","0.00122","951296","3","200","2026-09-17T03:32:58.080303+00:00"
"PARA_034__gemma__run0__call0","PARA_034","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","5986","2221","1449","0.001265","195312","2","200","2026-09-17T03:25:32.225356+00:00"
"PARA_035__gemma__run0__call0","PARA_035","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","5975","1958","1213","0.001185","470280","3","200","2026-09-17T03:33:34.327453+00:00"
"POEM_001__gemma__run0__call0","POEM_001","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6426","1504","878","0.001094","181781","2","200","2026-09-16T21:28:05.939012+00:00"
"POEM_002__gemma__run0__call0","POEM_002","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6555","1973","1328","0.001247","165358","1","200","2026-09-16T21:48:53.343580+00:00"
"POEM_003__gemma__run0__call0","POEM_003","SE_07_Q1","gemma","ai_studio","gemma-4-31b-it","high","0","0","6513","1947","1300","0.001235","209296","1","200","2026-09-16T22:07:57.034496+00:00"
